,label,text-neigh,label_num,text-rel
24,no-other,"Theory Library (NTL), and makes sure the command is destined",0,it makes sure the command is destined to the current host by matching the ID field in it
25,no-other,"Once decrypted, the malware interprets the received command, as",0,the malware interprets the received command
26,no-other,"After that, the malware connects to the new C&C,",0,the malware connects to the new C&C
27,no-other,"to the new C&C, asking it for another command:",0,the malware asking for another command
28,no-other,"2014 The command it receives is called UpLoad, so",0,it The command receives
29,no-other,"called UpLoad, so it uploads all the collected logs",0,it uploads all the collected logs to the server
30,no-other,Status:200 The files it uploads are stored inside its,0,it The files uploads
31,no-other,sample reveals that it supports 3 modes of fetching,0,it supports 3 modes of fetching C&C commands
32,no-other,"the first mode, it relies on Windows Internet (WinINet) APIs,",0,"it Windows Internet (WinINet) APIs, such as HttpOpenRequest(), HttpSendRequest(), InternetReadFile(), etc relies on"
33,no-other,"the second mode, it uses Windows Sockets 2 (Winsock)",0,"it Windows Sockets 2 (Winsock) APIs, such as WSAStartup(), socket(), connect(), send(), etc uses"
34,no-other,"the third mode, it works in the ‘pipe server’",0,it works in the ‘pipe server’ mode
35,no-other,"server’ mode, when it passes the web requests it",0,it passes the web requests it is interested in (as a client) to the pipe server that runs within Windows Explorer (explorer.exe) and/or Internet Explorer (iexplore.exe) processes
36,no-other,"mode, the DLL may start communicating with C&C directly.",0,the DLL start communicating with C&C directly
37,no-other,the injected DLL will start communicating with the pipe,0,the injected DLL start communicating with the pipe server
38,no-other,the pipe server by sending messages into the established,0,the injected DLL sending messages into the established inter-process communication pipes
39,no-other,"of communication with C&C is delegated to the pipe server,",0,is delegated the task of communication with C&C to the pipe server
40,no-other,"pipe server, it will start communicating with the C&C,",0,it start communicating with the C&C
41,no-other,the pipe server to perform other operations on their,0,the pipe server GET perform
42,no-other,the pipe server to perform other operations on their,0,the pipe server POST requests perform
43,no-other,"of tasks, the clients send messages to the pipe",0,the clients send messages to using the pipe server the following task identification headers
44,no-other,set of domain names are hard-coded within the body of,0,are hard-coded the initial set of domain names within the body of the DLL
45,no-other,system. The ability to update the driver and then,0,update the driver
46,no-other,the driver and then rely on its communication capabilities means,0,rely on its communication capabilities
47,no-other,where the kernel-mode driver is responsible for the communications.,0,the kernel-mode driver is responsible for the communications
48,no-other,a kernel-mode driver to carry out the network communications. The,0,a kernel-mode driver carry out the network communications
49,no-other,"FwpsCopyStreamDataToBuffer0() API, and then scanned for the presence of",0,scanned for it the presence of the hidden commands from C&C
50,no-other,allowing Snake to covertly insert traffic destined to its,0,Snake insert traffic destined to its C&C servers
51,no-other,"now inspect the traffic, looking for and then parsing GET/POST HTTP requests and",0,it GET/POST HTTP requests and also SMTP communications looking for and then parsing
52,no-other,"communications, in order to distinguish commands addressed to itself.",0,it distinguish commands addressed to itself
53,no-other,API in order to generate outbound requests. Whenever the,0,it generate outbound requests
54,no-other,module is expected to execute them and report results,0,the DLL module If execute them the data contains commands from C&C
55,no-other,to the driver to be delivered back to C&C. NDIS,0,the driver C&C be delivered back to
56,no-other,"handler functions, it can send receive data by using",0,it send data by using a private TCP/IP stack
57,no-other,"functions, it can send/ receive data by using a",0,it receive data by using a private TCP/IP stack
58,no-other,"the underlying miniport driver receives data from the network,",0,the underlying miniport driver receives data from the network
59,no-other,"into existing communications to reach out to external components, and",0,Snake reach out to external components
60,no-other,see if it can be authenticated as Snake traffic. The,0,Snake traffic be authenticated it as
61,no-other,Snake traffic. The authentication is implemented by decrypting the data,0,The authentication is implemented
62,no-other,authentication is implemented by decrypting the data and making,0,decrypting the data
63,no-other,decrypting the data and making sure it starts with the,0,making sure it starts with the markers 0xDEADBEAF and 0xC001BA5E (which appear to derive from ‘DEAD BEEF’ and ‘COOL BASE’)
64,no-other,is that the driver is acting in this mode like,0,the driver is acting in like this mode a proxy
65,no-other,HTTP the driver will respond with messages like HTTP/1.1,0,the driver respond with messages like HTTP/1.1 200 OK or HTTP/1.1 500 Server Error
66,no-other,Once the incoming data is authenticated and decrypted the driver passes it,0,is authenticated and decrypted the incoming data
67,no-other,inj_snake_x64.dll The rkctl_Win32.dll/rkctl_x64.dll module uses the following hard-coded named,0,The rkctl_Win32.dll/rkctl_x64.dll module uses the following hard-coded named pipe for communications
68,no-other,The remote commands it receives appear to be designed,0,it The remote commands receives
69,no-other,to be designed to control other components of Snake:,0,The remote commands control other components of Snake
70,no-other,that the DLL should use for its communications. The,0,the DLL use the pipe name(s) for its communications
71,no-other,communications. The remote commands received by this Snake DLL,0,this Snake DLL module The remote commands received
72,no-other,"write_peer_nfo • read_peer_nfo To post the data, the DLL",0,the DLL post the data
73,no-other,application/vnd.ms-powerpoint Request type it uses can either be POST,0,it uses
74,no-other,"it uses can either be POST of GET, and",0,Request type POST be
75,no-other,C&C server resource name is /default.asp. BAE Systems Applied,0,C&C server resource name is /default.asp
76,no-other,"it uses can either be POST of GET, and",0,Request type GET be
77,no-other,Theory Library) algorithm and is uploaded by the usermode-centric Snake,0,"This file is uploaded by to along with the usermode-centric Snake rootkit the C&C server other configuration files, such as mtmon.sdb, mtmon32.sdb, gstatsnd.bin, gstat.bin, gstat32.bin, and other log files found in the %windows%\$NtUninstallQrandom$ directory"
78,no-other,"Metasploit framework, and then deliver the generated shellcode back",0,The attacker deliver the generated shellcode back to to the reconnaissance tool be applied against the identified hosts by running the tool with the ‘exp_os’ switch
79,no-other,Another approach is to carry out all of the communications,0,carry out all of the communications from the kernel-mode driver
80,no-other,One approach is to delegate the network communication engine,0,delegate the network communication engine to usermode code
81,no-other,"the outside world, it only needs one host to be",0,it When only needs one host to be connected online most of the infected hosts are cut off from the outside world
82,no-other,initial communications that it sends out to its command and,0,it sends out to the initial communications its command and control server
83,no-other,first set of commands force the malware to behave,0,The first set of commands force the malware to behave as a simple downloader
84,no-other,is fairly simplistic but provides the operator with access,0,The command and control structure provides the operator with access to the victim machine’s filesystem and command line
85,no-other,various tasks such as executing arbitrary commands or uploading,0,executing arbitrary commands
86,no-other,executing arbitrary commands or uploading and downloading files from,0,uploading files from the compromised system
87,no-other,commands or uploading and downloading files from the compromised,0,downloading files from the compromised system
88,no-other,"message is received, OrcaRAT sends an HTTP POST message",0,OrcaRAT sends an HTTP POST message to the command and control server
89,no-other,the employed Korplug samples were connecting to the same C&C,0,the employed Korplug samples were connecting to the same C&C domain
90,no-other,Email:stanlee@gmail.com Other Korplug samples were connecting to a different domain,0,Other Korplug samples were connecting to a different domain name resolving to the same IPs as notebookhk.net
91,no-other,of these ‘alternative RATs’ was connecting to a domain also,0,One of these ‘alternative RATs’ was connecting to a domain also used by the Korplug samples
92,no-other,"on the infected machine, transfer files to and from",0,The malware transfer to files the C&C server
93,no-other,"on the infected machine, transfer files to and from",0,The malware transfer from files the C&C server
94,no-other,written in Delphi and connects to www.dicemention.com. Some samples,0,It connects to www.dicemention.com
95,no-other,"Furthermore, the attackers also shared a C&C domain. The",0,the attackers shared a C&C domain
96,no-other,command and control server is performed by the browser process,0,the browser process ComRAT’s communication to the command and control server is performed
97,no-other,"and control server information is stored in the registry, not",0,The command and control server information is stored in the registry
98,no-other,the XML log file contains the command and control,0,the XML log file contains the command and control server information
99,no-other,and control server domains are shared between Uroburos and ComRAT.,0,Uroburos and ComRAT Command and control server domains are shared between
100,no-other,traffic and the malware communicates to the browser by,0,the malware communicates to by the browser named pipe
101,no-other,analysis the backdoor will look for encrypted commands within HTML,0,the backdoor HTML comments returned from the C2 look for encrypted commands within
102,no-other,The backdoor may also make requests to the C2,0,The backdoor HTTP make requests to over using the C2 the following parameters in the URI string
103,no-other,"binary is configured to communicate to ""www.microsoftservices.proxydns.com"" on port",0,"The binary communicate to on using ""www.microsoftservices.proxydns.com"" port 80 standard HTTP POST and GET requests"
104,no-other,"directly. In addition, APT28 used one domain for command",0,APT28 used one domain for command and control sessions (baltichost.org) that was themed after the Baltic Host exercises
105,no-other,"2013, the SOURFACE downloader used hard-coded IP addresses for",0,the SOURFACE downloader C2 communications used hard-coded IP addresses for
106,no-other,the future CORESHELL samples use domains. OF SOURFACE ECOSYSTEM,0,the future CORESHELL samples use domains
107,no-other,SMTP to nato_smtp@mail.ru and received its tasking via POP,0,The backdoor POP received its tasking via from nato_pop@mail.ru
108,no-other,with a C2 server using HTTP. These protocols are,0,Communications with a C2 server HTTP using
109,no-other,Appendix D. 2. Email sent through a specified mail,0,Email sent through a specified mail server
110,no-other,these newer versions. CORESHELL uses two threads to communicate,0,CORESHELL uses two threads to communicate with its C2 server
111,no-other,server. The first thread sends beacons that contain the,0,The first thread sends beacons that contain the process listing of the compromised host
112,no-other,stage two payloads. Messages are sent using HTTP POST requests,0,HTTP POST requests Messages are sent using
113,no-other,Russia’s Cyber Espionage Commands are sent from the C2 server,0,HTTP responses to the POST requests Commands are sent from to in the C2 server the CORESHELL backdoor
114,no-other,code base. CHOPSTICK may communicate with external servers using,0,CHOPSTICK SMTP or HTTP communicate with using external servers
115,no-other,"execution time, CHOPSTICK begins communicating with one of its",0,CHOPSTICK HTTP communicating with over one of its C2 servers
116,no-other,servers over HTTP. After sending an initial HTTP GET,0,it sending an initial HTTP GET request
117,no-other,to be to uniquely identify the particular instance of,0,identify the particular instance of the backdoor to the C2 server
118,no-other,"edg6EF885E2.tmp, CHOPSTICK continues to query its C2 servers for",0,CHOPSTICK HTTP GET requests query its C2 servers for using commands
119,no-other,instance of CHOPSTICK may be reported to the C2 server,0,The modules that are included in an instance of CHOPSTICK be reported to as the C2 server part of POST messages
120,no-other,that are used to validate the message. The next,0,The first two words (72 11 and fd 22) validate the message
121,no-other,Dino. ComServer: These keys contain the command and control,0,These keys contain the command and control (C&C) servers’ URLs
122,no-other,contain cryptographic keys to encrypt the network communications with,0,C&C servers encrypt the network communications with
123,no-other,module. The result is reported to the C&C server.,0,The result reported to the C&C server
124,no-other,analyzed sample of Babar has two hard coded C&C,0,Babar has two hard coded C&C server addresses
125,no-other,The C2 domain quakegoogle.servequake.com resolved to 115.126.62.100 at the,0,The C2 domain quakegoogle.servequake.com resolved to at 115.126.62.100 the time of the SWCs
126,no-other,(aka Kaba) callback traffic sent to assign.ddnsking.com over port,0,SOGU (aka Kaba) callback traffic sent to over assign.ddnsking.com port 443
127,no-other,"ID: Meanwhile, the malware begins calling home, whilst also",0,the malware begins calling home
128,no-other,campaign. This PlugX payload was configured with the following command-and-control,0,This PlugX payload was configured with the following command-and-control (CnC) domains
129,no-other,of older malware samples connecting to the same domain,0,a number of older malware samples connecting to the same domain wmi.ns01.us
130,no-other,Poison Ivy variants that connected to the domain wmi.ns01.us,0,The Poison Ivy variants connected to the domain wmi.ns01.us
131,no-other,pattern of YFds*&^ff and connected to a CnC server,0,this variant connected to a CnC server at windows.ddns.us
132,no-other,This Poison Ivy variant connected to a CnC server,0,This Poison Ivy variant connected to a CnC server at ids.ns01.us
133,no-other,below) and attempt to connect to hardcoded C&C URLs,0,the DLL file connect to hardcoded C&C URLs specified in the configuration data
134,no-other,C&Cs the malware may receive instructions to download and,0,the malware receive instructions
135,no-other,C&C information but rather communicate with their controllers through,0,Most of these components communicate with through their controllers the original backdoor process
136,no-other,"d433f281cf56015941a1c2cb87066ca62ea1db37, detected as Backdoor:W32/OnionDuke.A) contains among its configuration data",0,"This DLL file contains among a different hardcoded C&C domain, overpict.com its configuration data"
137,no-other,that this component may abuse Twitter as an additional,0,this component Twitter abuse as an additional C&C channel
138,no-other,and grouptumbler.com have previously been identified as C&C domains used,0,C&C domains used by MiniDuke been identified the domains leveldelta.com and grouptumbler.com as
139,no-other,"of its target, it sending a network heartbeat package",0,it sending a network heartbeat package
140,no-other,backdoor program that can send GET request to designated,0,backdoor program Cookie fields GET request send to heartbeat packages by designated addresses
141,no-other,"has been encrypted, and send requests actively every 60",0,both of them send requests
142,no-other,Cobalt Strike attack can execute various operations in the,0,attack execute various operations
143,no-other,by dbgeng.dll This backdoor connects to the faux Oracle,0,This backdoor connects to the faux Oracle Java themed command and control (C2) domain oracle0876634.javaplug-in.com
144,no-other,"v3.00, and attempted to connect to tiger.gamma-international.de, a domain",0,"This executable connect to tiger.gamma-international.de, a domain registered to Gamma International GmbH"
145,no-other,"C&C server: The samples communicated with 77.69.140.194, which belongs",0,The samples communicated with 77.69.140.194
146,no-other,and allowed it to connect to the Bahrain C&C,0,it connect to the Bahrain C&C server
147,no-other,"RAT payload. These attacks share the same C&C, 216.6.0.28,",0,"These attacks share the same C&C, 216.6.0.28, a Syrian IP address belonging to the Syr- ian Telecommunications Establishment, and publicly reported as a C&C of Syrian malware since February 2012"
148,no-other,"with Xtreme RAT, and using the C&C tn1.linkpc.net. For",0,The third attack using the C&C tn1.linkpc.net
149,no-other,The C&C server also ran on ar-24.com. When we,0,The C&C server ran on ar-24.com
150,no-other,"RAT sent to Author used owner.no-ip.biz for its C&C,",0,The instance of Xtreme RAT sent to Author used owner.no-ip.biz for its C&C
151,no-other,with Xtreme RAT that talked to the same C&C,0,Xtreme RAT talked to the same C&C server
152,no-other,. The SpyNet sample communicated with the C&C hamas.sytes.net.,0,The SpyNet sample communicated with the C&C hamas.sytes.net
153,no-other,This sample of SpyNet communicated with the same C&C,0,This sample of SpyNet communicated with the same C&C hamas.sytes.net
154,no-other,"any legitimate content), which used the C&C storge.myftp.org. This",0,an instance of SpyNet used the C&C storge.myftp.org
155,no-other,address. An unidentified dropper using this C&C targeted Journalist,0,An unidentified dropper using this C&C
156,no-other,political detainee D also used this C&C. In that,0,a SpyNet attack on Relative of political detainee D used this C&C
157,no-other,for the most part communicated with C&C at sn.all-google.com.,0,instances of SpyNet C&C at sn.all-google.com communicated with
158,no-other,at sn.all-google.com. This domain was also used for C&C in other,0,C&C in other attacks This domain was also used for
159,no-other,www.getmedia.us and www.technopenta.com after posting system infor- mation to,0,Two of the other CVE-2012-0158 exploits posting system infor- mation to random123.site11.com
160,no-other,"FinSpy handshake, but instead uses a protocol based on",0,a version of FinSpy uses a protocol based on HTTP POST requests for communication with the C&C server
161,no-other,"of malware that can report system information, upload screenshots,",0,a piece of malware report system information
162,no-other,"about Omani poetry, which talked to a C&C in",0,an Arabic-language bait document about Omani poetry talked to a C&C in the UK
163,no-other,found that each group forwarded to only a sin-,0,each group forwarded to only a sin- gle server
164,no-other,case where a group forwarded to two different IPs,0,a group forwarded to two different IPs
165,no-other,found two groups that forwarded to the same address.,0,two groups forwarded to the same address
166,no-other,samples from VirusTo- tal communicated with various servers in,0,Two RCS and 5 FSBSpy samples from VirusTo- tal communicated with various servers in the group
167,no-other,The RCS samples also communicated with domains with lapsed,0,The RCS samples communicated with domains with lapsed registra- tions
168,no-other,on a Turkish server talked to one of the,0,A sample of FSBSpy talked to one of the servers in this group
169,no-other,from these countries that communicated with servers in these,0,FSBSpy samples on Virus- Total uploaded from these countries communicated with servers in these groups
170,no-other,a URL that Cmstar uses as its command and,0,that Cmstar uses a URL as its command and control (C2) location
171,no-other,requests that Cmstar will create to communicate with its,0,Cmstar HTTP requests create to communicate with its C2 server
172,no-other,piece of shellcode that carries out communications with the C2,0,a 752-byte piece of shellcode carries out communications with the C2 server
173,no-other,"tasks, the Trojan will issue an HTTPS request to",0,the Trojan issue an HTTPS request to the C2 server
174,no-other,C2 server will begin responding to beacons from the,0,the C2 server JSON blobs responding to with beacons from the Trojan
175,no-other,"in Table 2, which allows the threat actors to",0,allows the threat actors to carry out a full range of activities on the system
176,no-other,16E5A27BD55E0B4E595C9743F4C75611 (ticrf.rat). The malware connects back to the exploit domain,0,The malware connects back to the exploit domain pic.nicklockluckydog.org the subdomain ssl.nicklockluckydog.org
177,no-other,especially interesting because it relies on Microsoft's cloud storage service,0,it Microsoft's cloud storage service OneDrive relies on as its command and control channel
178,no-other,account. It will also search the OneDrive account for,0,It search the OneDrive account for files containing commands for the malware to execute
179,no-other,account. It will also search the OneDrive account for,0,It search the OneDrive account for files containing commands for the malware to execute
180,no-other,"analysis, a configuration file is downloaded from the server by",0,main.dll is downloaded a configuration file from on the server an infected system
181,no-other,Linux Hook main module communicated with the same CnC,0,Linux Hook main module communicated with the same CnC server
182,no-other,encrypted configuration block which contains information about the C&C,0,an encrypted configuration block contains information about the C&C sever
183,no-other,"a WebDAV URL which is used for connections, a username",0,is used a WebDAV URL for connections
184,no-other,The Cloud Atlas implants utilize a rather unusual C&C,0,The Cloud Atlas implants utilize a rather unusual C&C mechanism
185,no-other,malware samples we've seen communicate via HTTPS and WebDav,0,"All the malware samples we've seen HTTPS and WebDav communicate via with the same server ""cloudme.com"", a cloud services provider"
186,no-other,have observed so far communicates with a different CloudMe,0,Each malware set we have observed so far communicates with a different CloudMe account
187,no-other,"to the account, which is downloaded by the implant, decrypted",0,the implant is downloaded data
188,no-other,"In turn, the malware uploads the replies back to",0,the malware uploads the replies back to via the server the same mechanism
189,no-other,– ItaDuke – that connected to accounts on the,0,only one other group connected to accounts on the cloud provider mydrive.ch
190,no-other,Most Chinese-speaking attackers simply relocate C&C servers to a,0,Most Chinese-speaking attackers C&C servers relocate to a different place
191,no-other,"The main C&C module is dumped into ""%SystemRoot%\system32\Windowsupdataney.dll"", (detected by",0,"The main C&C module is dumped into ""%SystemRoot%\system32\Windowsupdataney.dll"""
192,no-other,"the screenshot above, which is ""uyghurinfo.com"". We identified several",0,"the command-and-control (C&C) server is ""uyghurinfo.com"""
193,no-other,from the Java exploits has the following C&C hardcoded,0,The backdoor extracted from the Java exploits has the following C&C
194,no-other,"an Epic backdoor which connects to the following C&Cs,",0,an Epic backdoor connects to with the following C&Cs a generic internal ID of 1156fd22- 3443-4344-c4ffff
195,no-other,command-and-control The Epic backdoors are commanded by a huge network,0,a huge network of hacked servers The Epic backdoors are commanded
196,no-other,of hacked servers that deliver command and control functionality.,0,a huge network of hacked servers deliver command and control functionality
197,no-other,functionality. The huge network commanded by the Epic Turla,0,the Epic Turla attackers The huge network commanded
198,no-other,"For instance, the motherships function as both exploitation sites",0,function as the motherships command and control panels
199,no-other,and control proxies generally talk to a second level,0,The first level of command and control proxies talk to a second level of proxies
200,no-other,"proxies, which in turn, talk to the ""mothership"" server.",0,"a second level of proxies talk to the ""mothership"" server"
201,no-other,"generally a VPS, which runs the Control panel software",0,The mothership server runs the Control panel software
202,no-other,panel software used to interact with the victims. The,0,the Control panel software interact with the victims
203,no-other,60KB in size and implements a C&C protocol on,0,The main backdoor implements a C&C protocol on top of normal HTTP requests
204,no-other,requests. The communication protocol uses requests in the C&C,0,The communication protocol uses requests in the C&C replies
205,no-other,"replies, which the malware decrypts and processes The replies are sent",0,the malware decrypts and processes the C&C replies
206,no-other,and processes. The replies are sent back to the C&C,0,The replies are sent back to through the C&C the same channel
207,no-other,The configuration can also be updated on the fly by,0,the attackers The configuration be updated via the C&C
208,no-other,"C&C call, the backdoor sends a pack with the",0,the backdoor During sends a pack with the victim's system information the first C&C call
209,no-other,information. All further information sent to the C&C is,0,All further information sent to the C&C
210,no-other,large amount of commands sent to the victims by,0,the attackers sent a large amount of commands to the victims
211,no-other,"the server, the attackers send a template of commands:",0,the attackers send a template of commands
212,no-other,"victim is infected and ""checks in"" with the server, the",0,"a victim ""checks in"" with the server"
213,no-other,the new backdoor to connect to a specific CnC,0,the new backdoor connect to with a specific CnC server a personalized username and password
214,no-other,"the samples we analyzed connect to intel-update.com and update-mirror.com,",0,The majority of the samples we analyzed connect to intel-update.com and update-mirror.com
215,no-other,with a sample that connected to both intel- update.com,0,a sample connected to both intel- update.com and ultrasms.ir
216,no-other,a Stealer variant that connects to the aforementioned intel-update.com,0,This sample connects to the aforementioned intel-update.com as well as plugin-adobe.com
217,no-other,"Aside from the sample connecting to plugin- adobe.com, we",0,the sample connecting to plugin- adobe.com
218,no-other,"by the main component are establishment of persistence, gathering",0,"The most important functionalities are the execution of additional tasks, modules or executables as commanded by the C&C server"
219,no-other,"by the main component are establishment of persistence, gathering",0,The most important functionalities are communication with the C&C server
220,no-other,single CozyDuke instance has included the details of either,0,the configuration data for any single CozyDuke instance included the details of either one or two C&C servers
221,no-other,CozyDuke’s main method of communicating with its command and,0,CozyDuke communicating with using its command and control server either HTTP or HTTPS
222,no-other,appears to almost solely uses compromised servers for CnC,0,the group CnC uses compromised servers for
223,no-other,"uses different methods to acquire CnC instructions, either by",0,Each variant CnC instructions acquire
224,no-other,as an intermediary to deliver the second-stage CnC to,0,HAMERTOSS deliver the second-stage CnC to
225,no-other,"HAMMERTOSS by not only using Twitter for CnC, but",0,MiniDuke CnC Twitter using for
226,no-other,of binaries coded to receive instructions from a set,0,a number of binaries receive instructions from a set of command and control (C2) servers
227,no-other,and control (C2) servers instructing participating bots to attack,0,a set of command and control (C2) servers instructing participating bots to attack Next Media-owned websites and the HKGolden forum
228,no-other,b5ac964a74091d54e091e68cecd5b532) The KernelBot implants receive targeting instructions from C2,0,The KernelBot implants C2 servers hard-coded directly into the sample receive targeting instructions from
229,no-other,a KernelBot variant that connects to both www.sapporo-digital-photoclub.com and,0,a KernelBot variant connects to both www.sapporo-digital-photoclub.com and wakayamasatei.com
230,no-other,different unique configuration files issued by the C2 servers,0,the C2 servers listed above issued more than 30 different unique configuration files
231,no-other,"and 24th, the attackers pushed a configuration update to",0,the attackers pushed a configuration update to four controls servers
232,no-other,certificate. This PlugX variant connected to a Google Code,0,This PlugX variant connected to a Google Code project at code.google.com/p/udom/
233,no-other,"at code.google.com/p/udom/, where it decoded a command that configured",0,it decoded a command that configured its C2 server
234,no-other,detected as Backdoor.APT.Preshin and connected to luxscena.com for C2.,0,This sample C2 connected to for luxscena.com
235,no-other,as Backdoor.APT.PISCES and it used hk.java-se.com for C2. The,0,it C2 used hk.java-se.com for
236,no-other,Backdoor.APT.PISCES and observed it connect to u.java-se.com. Both of,0,it connect to u.java-se.com
237,no-other,"today, the Stuxnet operation began in November 2005 with",0,the Stuxnet operation November 2005 began in with the registration of the command and control (C&C) servers used in the attacks
238,no-other,Backdoor.Trojan was installed that communicated back to the C&C,0,a common Backdoor.Trojan communicated back to the C&C server
239,no-other,component is responsible for sending back a HTTP GET,0,The reporter component sending back to a HTTP GET request the C&C server
240,no-other,"the C&C server. It reports the domain name, IP",0,"It reports the domain name, IP address and number of files overwritten"
241,no-other,restart with Windows and connect to one of three,0,the back door connect to one of three C&C servers located in Greece
242,no-other,last C&C server has been used since 2010 in similar,0,The last C&C server been used since in 2010 similar attacks against other companies
243,no-other,"in the DMZ can act as a proxy, forwarding",0,a previously compromised computer in the DMZ act as a proxy
244,no-other,components. Regin’s C&C operations are extensive. These backchannel operations,0,Regin’s C&C operations are extensive
245,no-other,either the attackers can initiate communications with compromised computers,0,the attackers initiate communications with on compromised computers the border network
246,no-other,the compromised computers can initiate communications with the attacker.,0,the compromised computers initiate communications with the attacker
247,no-other,"extensive. These backchannel operations are bidirectional, which means either",0,backchannel operations are bidirectional
248,no-other,and control can also happen in a peer-to-peer fashion.,0,command and control happen in a peer-to-peer fashion
249,no-other,strongly encrypted and can happen in a two-stage fashion,0,All communications happen in a two-stage fashion
250,no-other,where the attacker may contact a compromised computer using,0,the attacker contact a compromised computer using one channel
251,no-other,using one channel to instruct it to begin communications,0,the attacker instruct it
252,no-other,to instruct it to begin communications on a different,0,it begin communications on a different channel
253,no-other,"CURRENT. The C&C operations are undertaken by various modules, including",0,various modules The C&C operations are undertaken
254,no-other,manner. 1. The module connects to autolace.twilightparadox.com (or automachine.,0,The module connects to autolace.twilightparadox.com (or automachine. servequake.com)
255,no-other,(or automachine. servequake.com) and issues a HTTP GET request,0,The module issues a HTTP GET request with hardcoded User­Agent string
256,no-other,contain «DEXT87» string which is used to rec- ognize valid,0,is used «DEXT87» string to rec- ognize valid response
257,no-other,module may try to send identical request again but,0,the module send identical request using again a different HTTP path
258,no-other,"is valid, the module issues another HTTP request: GET",0,the module issues another HTTP request
259,no-other,the stolen data and uploaded to the C&C server.,0,The result of this execution uploaded to the C&C server
260,no-other,keyword «minmei» it continues sending additional in- formation. «Minmei»,0,it sending additional in- formation
261,no-other,port 1913. The malware sends the SOCKS5 connection request,0,"The malware sends the SOCKS5 connection request ""05 01 00"""
262,no-other,"""05 01 00"" and verifies the server response starts",0,"The malware verifies the server response starts with ""05 00"""
263,no-other,"00"". The malware then requests a connection to 192.184.60.229",0,"The malware requests a connection to 192.184.60.229 on TCP port 81 using the command ""05 01 00 01 c0 b8 3c e5 00 51"""
264,no-other,"e5 00 51"" and verifies that the first two",0,"The malware verifies that the first two bytes from the server are ""05 00"""
265,no-other,"is established, the malware expects a message containing at",0,the malware Once expects a message containing at least three bytes from the server the connection to the server is established
266,no-other,downloader described above and connected to 198.55.115.71 over port,0,The deflated exe SOCKS5 proxy connected to over via 198.55.115.71 port 1913
267,no-other,newnotepad.exe (MD5 8849538ef1c3471640230605c2623c67) and connected to the known APT3,0,The secondary payload connected to the known APT3 domains
268,no-other,"APT3 activity, the walterclean.com served as a Plugx/Kaba command",0,the walterclean.com served as a Plugx/Kaba command and control server
269,no-other,"information about the system, transmits it to the C&C",0,It transmits it to the C&C server
270,no-other,the C&C server and executes the commands it receives,0,It executes the commands it receives back
271,no-other,using Base64 before being transmitted to the C&C server.,0,The retrieved information transmitted to the C&C server
272,no-other,Wininet API functions for issuing HTTP POST requests to,0,The module HTTP POST requests issuing to the server
273,no-other,the POST request and gets new commands from the,0,The module gets new commands from the server’s response
274,no-other,an INI file that controls the further behavior of,0,The configuration controls the further behavior of the module
