,label,text-neigh,label_num,text-rel
39,command_and_control,"of communication with C&C is delegated to the pipe server,",1,is delegated the task of communication with C&C to the pipe server
40,command_and_control,"pipe server, it will start communicating with the C&C,",1,it start communicating with the C&C
41,command_and_control,the pipe server to perform other operations on their,1,the pipe server GET perform
42,command_and_control,the pipe server to perform other operations on their,1,the pipe server POST requests perform
43,command_and_control,"of tasks, the clients send messages to the pipe",1,the clients send messages to using the pipe server the following task identification headers
44,command_and_control,set of domain names are hard-coded within the body of,1,are hard-coded the initial set of domain names within the body of the DLL
45,command_and_control,system. The ability to update the driver and then,1,update the driver
46,command_and_control,the driver and then rely on its communication capabilities means,1,rely on its communication capabilities
47,command_and_control,where the kernel-mode driver is responsible for the communications.,1,the kernel-mode driver is responsible for the communications
48,command_and_control,a kernel-mode driver to carry out the network communications. The,1,a kernel-mode driver carry out the network communications
49,command_and_control,"FwpsCopyStreamDataToBuffer0() API, and then scanned for the presence of",1,scanned for it the presence of the hidden commands from C&C
50,command_and_control,allowing Snake to covertly insert traffic destined to its,1,Snake insert traffic destined to its C&C servers
51,command_and_control,"now inspect the traffic, looking for and then parsing GET/POST HTTP requests and",1,it GET/POST HTTP requests and also SMTP communications looking for and then parsing
52,command_and_control,"communications, in order to distinguish commands addressed to itself.",1,it distinguish commands addressed to itself
53,command_and_control,API in order to generate outbound requests. Whenever the,1,it generate outbound requests
54,command_and_control,module is expected to execute them and report results,1,the DLL module If execute them the data contains commands from C&C
55,command_and_control,to the driver to be delivered back to C&C. NDIS,1,the driver C&C be delivered back to
56,command_and_control,"handler functions, it can send receive data by using",1,it send data by using a private TCP/IP stack
57,command_and_control,"functions, it can send/ receive data by using a",1,it receive data by using a private TCP/IP stack
58,command_and_control,"the underlying miniport driver receives data from the network,",1,the underlying miniport driver receives data from the network
59,command_and_control,"into existing communications to reach out to external components, and",1,Snake reach out to external components
60,command_and_control,see if it can be authenticated as Snake traffic. The,1,Snake traffic be authenticated it as
61,command_and_control,Snake traffic. The authentication is implemented by decrypting the data,1,The authentication is implemented
62,command_and_control,authentication is implemented by decrypting the data and making,1,decrypting the data
63,command_and_control,decrypting the data and making sure it starts with the,1,making sure it starts with the markers 0xDEADBEAF and 0xC001BA5E (which appear to derive from ‘DEAD BEEF’ and ‘COOL BASE’)
64,command_and_control,is that the driver is acting in this mode like,1,the driver is acting in like this mode a proxy
65,command_and_control,HTTP the driver will respond with messages like HTTP/1.1,1,the driver respond with messages like HTTP/1.1 200 OK or HTTP/1.1 500 Server Error
66,command_and_control,Once the incoming data is authenticated and decrypted the driver passes it,1,is authenticated and decrypted the incoming data
67,command_and_control,inj_snake_x64.dll The rkctl_Win32.dll/rkctl_x64.dll module uses the following hard-coded named,1,The rkctl_Win32.dll/rkctl_x64.dll module uses the following hard-coded named pipe for communications
68,command_and_control,The remote commands it receives appear to be designed,1,it The remote commands receives
69,command_and_control,to be designed to control other components of Snake:,1,The remote commands control other components of Snake
70,command_and_control,that the DLL should use for its communications. The,1,the DLL use the pipe name(s) for its communications
71,command_and_control,communications. The remote commands received by this Snake DLL,1,this Snake DLL module The remote commands received
72,command_and_control,"write_peer_nfo • read_peer_nfo To post the data, the DLL",1,the DLL post the data
73,command_and_control,application/vnd.ms-powerpoint Request type it uses can either be POST,1,it uses
74,command_and_control,"it uses can either be POST of GET, and",1,Request type POST be
75,command_and_control,C&C server resource name is /default.asp. BAE Systems Applied,1,C&C server resource name is /default.asp
76,command_and_control,"it uses can either be POST of GET, and",1,Request type GET be
77,command_and_control,Theory Library) algorithm and is uploaded by the usermode-centric Snake,1,"This file is uploaded by to along with the usermode-centric Snake rootkit the C&C server other configuration files, such as mtmon.sdb, mtmon32.sdb, gstatsnd.bin, gstat.bin, gstat32.bin, and other log files found in the %windows%\$NtUninstallQrandom$ directory"
78,command_and_control,"Metasploit framework, and then deliver the generated shellcode back",1,The attacker deliver the generated shellcode back to to the reconnaissance tool be applied against the identified hosts by running the tool with the ‘exp_os’ switch
79,command_and_control,Another approach is to carry out all of the communications,1,carry out all of the communications from the kernel-mode driver
80,command_and_control,One approach is to delegate the network communication engine,1,delegate the network communication engine to usermode code
81,command_and_control,"the outside world, it only needs one host to be",1,it When only needs one host to be connected online most of the infected hosts are cut off from the outside world
82,command_and_control,initial communications that it sends out to its command and,1,it sends out to the initial communications its command and control server
83,command_and_control,first set of commands force the malware to behave,1,The first set of commands force the malware to behave as a simple downloader
84,command_and_control,is fairly simplistic but provides the operator with access,1,The command and control structure provides the operator with access to the victim machine’s filesystem and command line
85,command_and_control,various tasks such as executing arbitrary commands or uploading,1,executing arbitrary commands
86,command_and_control,executing arbitrary commands or uploading and downloading files from,1,uploading files from the compromised system
87,command_and_control,commands or uploading and downloading files from the compromised,1,downloading files from the compromised system
88,command_and_control,"message is received, OrcaRAT sends an HTTP POST message",1,OrcaRAT sends an HTTP POST message to the command and control server
89,command_and_control,the employed Korplug samples were connecting to the same C&C,1,the employed Korplug samples were connecting to the same C&C domain
90,command_and_control,Email:stanlee@gmail.com Other Korplug samples were connecting to a different domain,1,Other Korplug samples were connecting to a different domain name resolving to the same IPs as notebookhk.net
91,command_and_control,of these ‘alternative RATs’ was connecting to a domain also,1,One of these ‘alternative RATs’ was connecting to a domain also used by the Korplug samples
92,command_and_control,"on the infected machine, transfer files to and from",1,The malware transfer to files the C&C server
93,command_and_control,"on the infected machine, transfer files to and from",1,The malware transfer from files the C&C server
94,command_and_control,written in Delphi and connects to www.dicemention.com. Some samples,1,It connects to www.dicemention.com
95,command_and_control,"Furthermore, the attackers also shared a C&C domain. The",1,the attackers shared a C&C domain
96,command_and_control,command and control server is performed by the browser process,1,the browser process ComRAT’s communication to the command and control server is performed
97,command_and_control,"and control server information is stored in the registry, not",1,The command and control server information is stored in the registry
98,command_and_control,the XML log file contains the command and control,1,the XML log file contains the command and control server information
99,command_and_control,and control server domains are shared between Uroburos and ComRAT.,1,Uroburos and ComRAT Command and control server domains are shared between
100,command_and_control,traffic and the malware communicates to the browser by,1,the malware communicates to by the browser named pipe
101,command_and_control,analysis the backdoor will look for encrypted commands within HTML,1,the backdoor HTML comments returned from the C2 look for encrypted commands within
102,command_and_control,The backdoor may also make requests to the C2,1,The backdoor HTTP make requests to over using the C2 the following parameters in the URI string
103,command_and_control,"binary is configured to communicate to ""www.microsoftservices.proxydns.com"" on port",1,"The binary communicate to on using ""www.microsoftservices.proxydns.com"" port 80 standard HTTP POST and GET requests"
104,command_and_control,"directly. In addition, APT28 used one domain for command",1,APT28 used one domain for command and control sessions (baltichost.org) that was themed after the Baltic Host exercises
105,command_and_control,"2013, the SOURFACE downloader used hard-coded IP addresses for",1,the SOURFACE downloader C2 communications used hard-coded IP addresses for
106,command_and_control,the future CORESHELL samples use domains. OF SOURFACE ECOSYSTEM,1,the future CORESHELL samples use domains
107,command_and_control,SMTP to nato_smtp@mail.ru and received its tasking via POP,1,The backdoor POP received its tasking via from nato_pop@mail.ru
108,command_and_control,with a C2 server using HTTP. These protocols are,1,Communications with a C2 server HTTP using
109,command_and_control,Appendix D. 2. Email sent through a specified mail,1,Email sent through a specified mail server
110,command_and_control,these newer versions. CORESHELL uses two threads to communicate,1,CORESHELL uses two threads to communicate with its C2 server
111,command_and_control,server. The first thread sends beacons that contain the,1,The first thread sends beacons that contain the process listing of the compromised host
112,command_and_control,stage two payloads. Messages are sent using HTTP POST requests,1,HTTP POST requests Messages are sent using
113,command_and_control,Russia’s Cyber Espionage Commands are sent from the C2 server,1,HTTP responses to the POST requests Commands are sent from to in the C2 server the CORESHELL backdoor
114,command_and_control,code base. CHOPSTICK may communicate with external servers using,1,CHOPSTICK SMTP or HTTP communicate with using external servers
115,command_and_control,"execution time, CHOPSTICK begins communicating with one of its",1,CHOPSTICK HTTP communicating with over one of its C2 servers
116,command_and_control,servers over HTTP. After sending an initial HTTP GET,1,it sending an initial HTTP GET request
117,command_and_control,to be to uniquely identify the particular instance of,1,identify the particular instance of the backdoor to the C2 server
118,command_and_control,"edg6EF885E2.tmp, CHOPSTICK continues to query its C2 servers for",1,CHOPSTICK HTTP GET requests query its C2 servers for using commands
119,command_and_control,instance of CHOPSTICK may be reported to the C2 server,1,The modules that are included in an instance of CHOPSTICK be reported to as the C2 server part of POST messages
120,command_and_control,that are used to validate the message. The next,1,The first two words (72 11 and fd 22) validate the message
121,command_and_control,Dino. ComServer: These keys contain the command and control,1,These keys contain the command and control (C&C) servers’ URLs
122,command_and_control,contain cryptographic keys to encrypt the network communications with,1,C&C servers encrypt the network communications with
123,command_and_control,module. The result is reported to the C&C server.,1,The result reported to the C&C server
124,command_and_control,analyzed sample of Babar has two hard coded C&C,1,Babar has two hard coded C&C server addresses
125,command_and_control,The C2 domain quakegoogle.servequake.com resolved to 115.126.62.100 at the,1,The C2 domain quakegoogle.servequake.com resolved to at 115.126.62.100 the time of the SWCs
126,command_and_control,(aka Kaba) callback traffic sent to assign.ddnsking.com over port,1,SOGU (aka Kaba) callback traffic sent to over assign.ddnsking.com port 443
127,command_and_control,"ID: Meanwhile, the malware begins calling home, whilst also",1,the malware begins calling home
128,command_and_control,campaign. This PlugX payload was configured with the following command-and-control,1,This PlugX payload was configured with the following command-and-control (CnC) domains
129,command_and_control,of older malware samples connecting to the same domain,1,a number of older malware samples connecting to the same domain wmi.ns01.us
130,command_and_control,Poison Ivy variants that connected to the domain wmi.ns01.us,1,The Poison Ivy variants connected to the domain wmi.ns01.us
131,command_and_control,pattern of YFds*&^ff and connected to a CnC server,1,this variant connected to a CnC server at windows.ddns.us
132,command_and_control,This Poison Ivy variant connected to a CnC server,1,This Poison Ivy variant connected to a CnC server at ids.ns01.us
133,command_and_control,below) and attempt to connect to hardcoded C&C URLs,1,the DLL file connect to hardcoded C&C URLs specified in the configuration data
134,command_and_control,C&Cs the malware may receive instructions to download and,1,the malware receive instructions
135,command_and_control,C&C information but rather communicate with their controllers through,1,Most of these components communicate with through their controllers the original backdoor process
136,command_and_control,"d433f281cf56015941a1c2cb87066ca62ea1db37, detected as Backdoor:W32/OnionDuke.A) contains among its configuration data",1,"This DLL file contains among a different hardcoded C&C domain, overpict.com its configuration data"
137,command_and_control,that this component may abuse Twitter as an additional,1,this component Twitter abuse as an additional C&C channel
138,command_and_control,and grouptumbler.com have previously been identified as C&C domains used,1,C&C domains used by MiniDuke been identified the domains leveldelta.com and grouptumbler.com as
139,command_and_control,"of its target, it sending a network heartbeat package",1,it sending a network heartbeat package
140,command_and_control,backdoor program that can send GET request to designated,1,backdoor program Cookie fields GET request send to heartbeat packages by designated addresses
141,command_and_control,"has been encrypted, and send requests actively every 60",1,both of them send requests
142,command_and_control,Cobalt Strike attack can execute various operations in the,1,attack execute various operations
143,command_and_control,by dbgeng.dll This backdoor connects to the faux Oracle,1,This backdoor connects to the faux Oracle Java themed command and control (C2) domain oracle0876634.javaplug-in.com
144,command_and_control,"v3.00, and attempted to connect to tiger.gamma-international.de, a domain",1,"This executable connect to tiger.gamma-international.de, a domain registered to Gamma International GmbH"
145,command_and_control,"C&C server: The samples communicated with 77.69.140.194, which belongs",1,The samples communicated with 77.69.140.194
146,command_and_control,and allowed it to connect to the Bahrain C&C,1,it connect to the Bahrain C&C server
147,command_and_control,"RAT payload. These attacks share the same C&C, 216.6.0.28,",1,"These attacks share the same C&C, 216.6.0.28, a Syrian IP address belonging to the Syr- ian Telecommunications Establishment, and publicly reported as a C&C of Syrian malware since February 2012"
148,command_and_control,"with Xtreme RAT, and using the C&C tn1.linkpc.net. For",1,The third attack using the C&C tn1.linkpc.net
149,command_and_control,The C&C server also ran on ar-24.com. When we,1,The C&C server ran on ar-24.com
150,command_and_control,"RAT sent to Author used owner.no-ip.biz for its C&C,",1,The instance of Xtreme RAT sent to Author used owner.no-ip.biz for its C&C
151,command_and_control,with Xtreme RAT that talked to the same C&C,1,Xtreme RAT talked to the same C&C server
152,command_and_control,. The SpyNet sample communicated with the C&C hamas.sytes.net.,1,The SpyNet sample communicated with the C&C hamas.sytes.net
153,command_and_control,This sample of SpyNet communicated with the same C&C,1,This sample of SpyNet communicated with the same C&C hamas.sytes.net
154,command_and_control,"any legitimate content), which used the C&C storge.myftp.org. This",1,an instance of SpyNet used the C&C storge.myftp.org
155,command_and_control,address. An unidentified dropper using this C&C targeted Journalist,1,An unidentified dropper using this C&C
156,command_and_control,political detainee D also used this C&C. In that,1,a SpyNet attack on Relative of political detainee D used this C&C
157,command_and_control,for the most part communicated with C&C at sn.all-google.com.,1,instances of SpyNet C&C at sn.all-google.com communicated with
158,command_and_control,at sn.all-google.com. This domain was also used for C&C in other,1,C&C in other attacks This domain was also used for
159,command_and_control,www.getmedia.us and www.technopenta.com after posting system infor- mation to,1,Two of the other CVE-2012-0158 exploits posting system infor- mation to random123.site11.com
160,command_and_control,"FinSpy handshake, but instead uses a protocol based on",1,a version of FinSpy uses a protocol based on HTTP POST requests for communication with the C&C server
161,command_and_control,"of malware that can report system information, upload screenshots,",1,a piece of malware report system information
162,command_and_control,"about Omani poetry, which talked to a C&C in",1,an Arabic-language bait document about Omani poetry talked to a C&C in the UK
163,command_and_control,found that each group forwarded to only a sin-,1,each group forwarded to only a sin- gle server
164,command_and_control,case where a group forwarded to two different IPs,1,a group forwarded to two different IPs
165,command_and_control,found two groups that forwarded to the same address.,1,two groups forwarded to the same address
166,command_and_control,samples from VirusTo- tal communicated with various servers in,1,Two RCS and 5 FSBSpy samples from VirusTo- tal communicated with various servers in the group
167,command_and_control,The RCS samples also communicated with domains with lapsed,1,The RCS samples communicated with domains with lapsed registra- tions
168,command_and_control,on a Turkish server talked to one of the,1,A sample of FSBSpy talked to one of the servers in this group
169,command_and_control,from these countries that communicated with servers in these,1,FSBSpy samples on Virus- Total uploaded from these countries communicated with servers in these groups
170,command_and_control,a URL that Cmstar uses as its command and,1,that Cmstar uses a URL as its command and control (C2) location
171,command_and_control,requests that Cmstar will create to communicate with its,1,Cmstar HTTP requests create to communicate with its C2 server
172,command_and_control,piece of shellcode that carries out communications with the C2,1,a 752-byte piece of shellcode carries out communications with the C2 server
173,command_and_control,"tasks, the Trojan will issue an HTTPS request to",1,the Trojan issue an HTTPS request to the C2 server
174,command_and_control,C2 server will begin responding to beacons from the,1,the C2 server JSON blobs responding to with beacons from the Trojan
175,command_and_control,"in Table 2, which allows the threat actors to",1,allows the threat actors to carry out a full range of activities on the system
176,command_and_control,16E5A27BD55E0B4E595C9743F4C75611 (ticrf.rat). The malware connects back to the exploit domain,1,The malware connects back to the exploit domain pic.nicklockluckydog.org the subdomain ssl.nicklockluckydog.org
177,command_and_control,especially interesting because it relies on Microsoft's cloud storage service,1,it Microsoft's cloud storage service OneDrive relies on as its command and control channel
178,command_and_control,account. It will also search the OneDrive account for,1,It search the OneDrive account for files containing commands for the malware to execute
179,command_and_control,account. It will also search the OneDrive account for,1,It search the OneDrive account for files containing commands for the malware to execute
180,command_and_control,"analysis, a configuration file is downloaded from the server by",1,main.dll is downloaded a configuration file from on the server an infected system
181,command_and_control,Linux Hook main module communicated with the same CnC,1,Linux Hook main module communicated with the same CnC server
182,command_and_control,encrypted configuration block which contains information about the C&C,1,an encrypted configuration block contains information about the C&C sever
183,command_and_control,"a WebDAV URL which is used for connections, a username",1,is used a WebDAV URL for connections
184,command_and_control,The Cloud Atlas implants utilize a rather unusual C&C,1,The Cloud Atlas implants utilize a rather unusual C&C mechanism
185,command_and_control,malware samples we've seen communicate via HTTPS and WebDav,1,"All the malware samples we've seen HTTPS and WebDav communicate via with the same server ""cloudme.com"", a cloud services provider"
186,command_and_control,have observed so far communicates with a different CloudMe,1,Each malware set we have observed so far communicates with a different CloudMe account
187,command_and_control,"to the account, which is downloaded by the implant, decrypted",1,the implant is downloaded data
188,command_and_control,"In turn, the malware uploads the replies back to",1,the malware uploads the replies back to via the server the same mechanism
189,command_and_control,– ItaDuke – that connected to accounts on the,1,only one other group connected to accounts on the cloud provider mydrive.ch
190,command_and_control,Most Chinese-speaking attackers simply relocate C&C servers to a,1,Most Chinese-speaking attackers C&C servers relocate to a different place
191,command_and_control,"The main C&C module is dumped into ""%SystemRoot%\system32\Windowsupdataney.dll"", (detected by",1,"The main C&C module is dumped into ""%SystemRoot%\system32\Windowsupdataney.dll"""
192,command_and_control,"the screenshot above, which is ""uyghurinfo.com"". We identified several",1,"the command-and-control (C&C) server is ""uyghurinfo.com"""
193,command_and_control,from the Java exploits has the following C&C hardcoded,1,The backdoor extracted from the Java exploits has the following C&C
194,command_and_control,"an Epic backdoor which connects to the following C&Cs,",1,an Epic backdoor connects to with the following C&Cs a generic internal ID of 1156fd22- 3443-4344-c4ffff
195,command_and_control,command-and-control The Epic backdoors are commanded by a huge network,1,a huge network of hacked servers The Epic backdoors are commanded
196,command_and_control,of hacked servers that deliver command and control functionality.,1,a huge network of hacked servers deliver command and control functionality
197,command_and_control,functionality. The huge network commanded by the Epic Turla,1,the Epic Turla attackers The huge network commanded
198,command_and_control,"For instance, the motherships function as both exploitation sites",1,function as the motherships command and control panels
199,command_and_control,and control proxies generally talk to a second level,1,The first level of command and control proxies talk to a second level of proxies
200,command_and_control,"proxies, which in turn, talk to the ""mothership"" server.",1,"a second level of proxies talk to the ""mothership"" server"
201,command_and_control,"generally a VPS, which runs the Control panel software",1,The mothership server runs the Control panel software
202,command_and_control,panel software used to interact with the victims. The,1,the Control panel software interact with the victims
203,command_and_control,60KB in size and implements a C&C protocol on,1,The main backdoor implements a C&C protocol on top of normal HTTP requests
204,command_and_control,requests. The communication protocol uses requests in the C&C,1,The communication protocol uses requests in the C&C replies
205,command_and_control,"replies, which the malware decrypts and processes The replies are sent",1,the malware decrypts and processes the C&C replies
206,command_and_control,and processes. The replies are sent back to the C&C,1,The replies are sent back to through the C&C the same channel
207,command_and_control,The configuration can also be updated on the fly by,1,the attackers The configuration be updated via the C&C
208,command_and_control,"C&C call, the backdoor sends a pack with the",1,the backdoor During sends a pack with the victim's system information the first C&C call
209,command_and_control,information. All further information sent to the C&C is,1,All further information sent to the C&C
210,command_and_control,large amount of commands sent to the victims by,1,the attackers sent a large amount of commands to the victims
211,command_and_control,"the server, the attackers send a template of commands:",1,the attackers send a template of commands
212,command_and_control,"victim is infected and ""checks in"" with the server, the",1,"a victim ""checks in"" with the server"
213,command_and_control,the new backdoor to connect to a specific CnC,1,the new backdoor connect to with a specific CnC server a personalized username and password
214,command_and_control,"the samples we analyzed connect to intel-update.com and update-mirror.com,",1,The majority of the samples we analyzed connect to intel-update.com and update-mirror.com
215,command_and_control,with a sample that connected to both intel- update.com,1,a sample connected to both intel- update.com and ultrasms.ir
216,command_and_control,a Stealer variant that connects to the aforementioned intel-update.com,1,This sample connects to the aforementioned intel-update.com as well as plugin-adobe.com
217,command_and_control,"Aside from the sample connecting to plugin- adobe.com, we",1,the sample connecting to plugin- adobe.com
218,command_and_control,"by the main component are establishment of persistence, gathering",1,"The most important functionalities are the execution of additional tasks, modules or executables as commanded by the C&C server"
219,command_and_control,"by the main component are establishment of persistence, gathering",1,The most important functionalities are communication with the C&C server
220,command_and_control,single CozyDuke instance has included the details of either,1,the configuration data for any single CozyDuke instance included the details of either one or two C&C servers
221,command_and_control,CozyDuke’s main method of communicating with its command and,1,CozyDuke communicating with using its command and control server either HTTP or HTTPS
222,command_and_control,appears to almost solely uses compromised servers for CnC,1,the group CnC uses compromised servers for
223,command_and_control,"uses different methods to acquire CnC instructions, either by",1,Each variant CnC instructions acquire
224,command_and_control,as an intermediary to deliver the second-stage CnC to,1,HAMERTOSS deliver the second-stage CnC to
225,command_and_control,"HAMMERTOSS by not only using Twitter for CnC, but",1,MiniDuke CnC Twitter using for
226,command_and_control,of binaries coded to receive instructions from a set,1,a number of binaries receive instructions from a set of command and control (C2) servers
227,command_and_control,and control (C2) servers instructing participating bots to attack,1,a set of command and control (C2) servers instructing participating bots to attack Next Media-owned websites and the HKGolden forum
228,command_and_control,b5ac964a74091d54e091e68cecd5b532) The KernelBot implants receive targeting instructions from C2,1,The KernelBot implants C2 servers hard-coded directly into the sample receive targeting instructions from
229,command_and_control,a KernelBot variant that connects to both www.sapporo-digital-photoclub.com and,1,a KernelBot variant connects to both www.sapporo-digital-photoclub.com and wakayamasatei.com
230,command_and_control,different unique configuration files issued by the C2 servers,1,the C2 servers listed above issued more than 30 different unique configuration files
231,command_and_control,"and 24th, the attackers pushed a configuration update to",1,the attackers pushed a configuration update to four controls servers
232,command_and_control,certificate. This PlugX variant connected to a Google Code,1,This PlugX variant connected to a Google Code project at code.google.com/p/udom/
233,command_and_control,"at code.google.com/p/udom/, where it decoded a command that configured",1,it decoded a command that configured its C2 server
234,command_and_control,detected as Backdoor.APT.Preshin and connected to luxscena.com for C2.,1,This sample C2 connected to for luxscena.com
235,command_and_control,as Backdoor.APT.PISCES and it used hk.java-se.com for C2. The,1,it C2 used hk.java-se.com for
236,command_and_control,Backdoor.APT.PISCES and observed it connect to u.java-se.com. Both of,1,it connect to u.java-se.com
237,command_and_control,"today, the Stuxnet operation began in November 2005 with",1,the Stuxnet operation November 2005 began in with the registration of the command and control (C&C) servers used in the attacks
238,command_and_control,Backdoor.Trojan was installed that communicated back to the C&C,1,a common Backdoor.Trojan communicated back to the C&C server
239,command_and_control,component is responsible for sending back a HTTP GET,1,The reporter component sending back to a HTTP GET request the C&C server
240,command_and_control,"the C&C server. It reports the domain name, IP",1,"It reports the domain name, IP address and number of files overwritten"
241,command_and_control,restart with Windows and connect to one of three,1,the back door connect to one of three C&C servers located in Greece
242,command_and_control,last C&C server has been used since 2010 in similar,1,The last C&C server been used since in 2010 similar attacks against other companies
243,command_and_control,"in the DMZ can act as a proxy, forwarding",1,a previously compromised computer in the DMZ act as a proxy
244,command_and_control,components. Regin’s C&C operations are extensive. These backchannel operations,1,Regin’s C&C operations are extensive
245,command_and_control,either the attackers can initiate communications with compromised computers,1,the attackers initiate communications with on compromised computers the border network
246,command_and_control,the compromised computers can initiate communications with the attacker.,1,the compromised computers initiate communications with the attacker
247,command_and_control,"extensive. These backchannel operations are bidirectional, which means either",1,backchannel operations are bidirectional
248,command_and_control,and control can also happen in a peer-to-peer fashion.,1,command and control happen in a peer-to-peer fashion
249,command_and_control,strongly encrypted and can happen in a two-stage fashion,1,All communications happen in a two-stage fashion
250,command_and_control,where the attacker may contact a compromised computer using,1,the attacker contact a compromised computer using one channel
251,command_and_control,using one channel to instruct it to begin communications,1,the attacker instruct it
252,command_and_control,to instruct it to begin communications on a different,1,it begin communications on a different channel
253,command_and_control,"CURRENT. The C&C operations are undertaken by various modules, including",1,various modules The C&C operations are undertaken
254,command_and_control,manner. 1. The module connects to autolace.twilightparadox.com (or automachine.,1,The module connects to autolace.twilightparadox.com (or automachine. servequake.com)
255,command_and_control,(or automachine. servequake.com) and issues a HTTP GET request,1,The module issues a HTTP GET request with hardcoded User­Agent string
256,command_and_control,contain «DEXT87» string which is used to rec- ognize valid,1,is used «DEXT87» string to rec- ognize valid response
257,command_and_control,module may try to send identical request again but,1,the module send identical request using again a different HTTP path
258,command_and_control,"is valid, the module issues another HTTP request: GET",1,the module issues another HTTP request
259,command_and_control,the stolen data and uploaded to the C&C server.,1,The result of this execution uploaded to the C&C server
260,command_and_control,keyword «minmei» it continues sending additional in- formation. «Minmei»,1,it sending additional in- formation
261,command_and_control,port 1913. The malware sends the SOCKS5 connection request,1,"The malware sends the SOCKS5 connection request ""05 01 00"""
262,command_and_control,"""05 01 00"" and verifies the server response starts",1,"The malware verifies the server response starts with ""05 00"""
263,command_and_control,"00"". The malware then requests a connection to 192.184.60.229",1,"The malware requests a connection to 192.184.60.229 on TCP port 81 using the command ""05 01 00 01 c0 b8 3c e5 00 51"""
