,label,text-neigh,label_num,text-rel,token
27,Capability,"to the new C&C, asking it for another command:",1,the malware asking for another command,is now encoded
28,Capability,"2014 The command it receives is called UpLoad, so",1,it The command receives,connected
29,Capability,"called UpLoad, so it uploads all the collected logs",1,it uploads all the collected logs to the server,generated
30,Capability,Status:200 The files it uploads are stored inside its,1,it The files uploads,is encoded
31,Capability,sample reveals that it supports 3 modes of fetching,1,it supports 3 modes of fetching C&C commands,evade
32,Capability,"the first mode, it relies on Windows Internet (WinINet) APIs,",1,"it Windows Internet (WinINet) APIs, such as HttpOpenRequest(), HttpSendRequest(), InternetReadFile(), etc relies on",contains
33,Capability,"the second mode, it uses Windows Sockets 2 (Winsock)",1,"it Windows Sockets 2 (Winsock) APIs, such as WSAStartup(), socket(), connect(), send(), etc uses",maintain
34,Capability,"the third mode, it works in the ‘pipe server’",1,it works in the ‘pipe server’ mode,be used
35,Capability,"server’ mode, when it passes the web requests it",1,it passes the web requests it is interested in (as a client) to the pipe server that runs within Windows Explorer (explorer.exe) and/or Internet Explorer (iexplore.exe) processes,present
36,Capability,"mode, the DLL may start communicating with C&C directly.",1,the DLL start communicating with C&C directly,establishing and maintaining
37,Capability,the injected DLL will start communicating with the pipe,1,the injected DLL start communicating with the pipe server,covertly install
38,Capability,the pipe server by sending messages into the established,1,the injected DLL sending messages into the established inter-process communication pipes,hide
39,Capability,"of communication with C&C is delegated to the pipe server,",1,is delegated the task of communication with C&C to the pipe server,provide
40,Capability,"pipe server, it will start communicating with the C&C,",1,it start communicating with the C&C,enable
41,Capability,the pipe server to perform other operations on their,1,the pipe server GET perform,are carried out
42,Capability,the pipe server to perform other operations on their,1,the pipe server POST requests perform,are handled
43,Capability,"of tasks, the clients send messages to the pipe",1,the clients send messages to using the pipe server the following task identification headers,depend on
44,Capability,set of domain names are hard-coded within the body of,1,are hard-coded the initial set of domain names within the body of the DLL,installed
45,Capability,system. The ability to update the driver and then,1,update the driver,injected
46,Capability,the driver and then rely on its communication capabilities means,1,rely on its communication capabilities,load
47,Capability,where the kernel-mode driver is responsible for the communications.,1,the kernel-mode driver is responsible for the communications,use
48,Capability,a kernel-mode driver to carry out the network communications. The,1,a kernel-mode driver carry out the network communications,creates
49,Capability,"FwpsCopyStreamDataToBuffer0() API, and then scanned for the presence of",1,scanned for it the presence of the hidden commands from C&C,is used
50,Capability,allowing Snake to covertly insert traffic destined to its,1,Snake insert traffic destined to its C&C servers,drops
51,Capability,"now inspect the traffic, looking for and then parsing GET/POST HTTP requests and",1,it GET/POST HTTP requests and also SMTP communications looking for and then parsing,applied
52,Capability,"communications, in order to distinguish commands addressed to itself.",1,it distinguish commands addressed to itself,is dropped
53,Capability,API in order to generate outbound requests. Whenever the,1,it generate outbound requests,be injected
54,Capability,module is expected to execute them and report results,1,the DLL module If execute them the data contains commands from C&C,be installed
55,Capability,to the driver to be delivered back to C&C. NDIS,1,the driver C&C be delivered back to,be run
56,Capability,"handler functions, it can send receive data by using",1,it send data by using a private TCP/IP stack,sets up
57,Capability,"functions, it can send/ receive data by using a",1,it receive data by using a private TCP/IP stack,calls
58,Capability,"the underlying miniport driver receives data from the network,",1,the underlying miniport driver receives data from the network,be notified
59,Capability,"into existing communications to reach out to external components, and",1,Snake reach out to external components,stay
60,Capability,see if it can be authenticated as Snake traffic. The,1,Snake traffic be authenticated it as,infect
61,Capability,Snake traffic. The authentication is implemented by decrypting the data,1,The authentication is implemented,restore
62,Capability,authentication is implemented by decrypting the data and making,1,decrypting the data,sets
63,Capability,decrypting the data and making sure it starts with the,1,making sure it starts with the markers 0xDEADBEAF and 0xC001BA5E (which appear to derive from ‘DEAD BEEF’ and ‘COOL BASE’),hide
64,Capability,is that the driver is acting in this mode like,1,the driver is acting in like this mode a proxy,watches
65,Capability,HTTP the driver will respond with messages like HTTP/1.1,1,the driver respond with messages like HTTP/1.1 200 OK or HTTP/1.1 500 Server Error,stays
66,Capability,Once the incoming data is authenticated and decrypted the driver passes it,1,is authenticated and decrypted the incoming data,intercepts
67,Capability,inj_snake_x64.dll The rkctl_Win32.dll/rkctl_x64.dll module uses the following hard-coded named,1,The rkctl_Win32.dll/rkctl_x64.dll module uses the following hard-coded named pipe for communications,injects
68,Capability,The remote commands it receives appear to be designed,1,it The remote commands receives,initiates
69,Capability,to be designed to control other components of Snake:,1,The remote commands control other components of Snake,blend
70,Capability,that the DLL should use for its communications. The,1,the DLL use the pipe name(s) for its communications,bypassing
71,Capability,communications. The remote commands received by this Snake DLL,1,this Snake DLL module The remote commands received,keeping
72,Capability,"write_peer_nfo • read_peer_nfo To post the data, the DLL",1,the DLL post the data,stay
73,Capability,application/vnd.ms-powerpoint Request type it uses can either be POST,1,it uses,Hiding
74,Capability,"it uses can either be POST of GET, and",1,Request type POST be,injected
75,Capability,C&C server resource name is /default.asp. BAE Systems Applied,1,C&C server resource name is /default.asp,started
76,Capability,"it uses can either be POST of GET, and",1,Request type GET be,relies on
77,Capability,Theory Library) algorithm and is uploaded by the usermode-centric Snake,1,"This file is uploaded by to along with the usermode-centric Snake rootkit the C&C server other configuration files, such as mtmon.sdb, mtmon32.sdb, gstatsnd.bin, gstat.bin, gstat32.bin, and other log files found in the %windows%\$NtUninstallQrandom$ directory",resolves
78,Capability,"Metasploit framework, and then deliver the generated shellcode back",1,The attacker deliver the generated shellcode back to to the reconnaissance tool be applied against the identified hosts by running the tool with the ‘exp_os’ switch,fetches
79,Capability,Another approach is to carry out all of the communications,1,carry out all of the communications from the kernel-mode driver,expects
80,Capability,One approach is to delegate the network communication engine,1,delegate the network communication engine to usermode code,asks
81,Capability,"the outside world, it only needs one host to be",1,it When only needs one host to be connected online most of the infected hosts are cut off from the outside world,returns
82,Capability,initial communications that it sends out to its command and,1,it sends out to the initial communications its command and control server,receives
83,Capability,first set of commands force the malware to behave,1,The first set of commands force the malware to behave as a simple downloader,is encrypted
84,Capability,is fairly simplistic but provides the operator with access,1,The command and control structure provides the operator with access to the victim machine’s filesystem and command line,calculates and confirms
85,Capability,various tasks such as executing arbitrary commands or uploading,1,executing arbitrary commands,decrypt
86,Capability,executing arbitrary commands or uploading and downloading files from,1,uploading files from the compromised system,applies
87,Capability,commands or uploading and downloading files from the compromised,1,downloading files from the compromised system,decrypts
88,Capability,"message is received, OrcaRAT sends an HTTP POST message",1,OrcaRAT sends an HTTP POST message to the command and control server,makes sure
89,Capability,the employed Korplug samples were connecting to the same C&C,1,the employed Korplug samples were connecting to the same C&C domain,interprets
90,Capability,Email:stanlee@gmail.com Other Korplug samples were connecting to a different domain,1,Other Korplug samples were connecting to a different domain name resolving to the same IPs as notebookhk.net,connects
91,Capability,of these ‘alternative RATs’ was connecting to a domain also,1,One of these ‘alternative RATs’ was connecting to a domain also used by the Korplug samples,asking
92,Capability,"on the infected machine, transfer files to and from",1,The malware transfer to files the C&C server,receives
93,Capability,"on the infected machine, transfer files to and from",1,The malware transfer from files the C&C server,uploads
94,Capability,written in Delphi and connects to www.dicemention.com. Some samples,1,It connects to www.dicemention.com,cleans out
95,Capability,"Furthermore, the attackers also shared a C&C domain. The",1,the attackers shared a C&C domain,uploads
96,Capability,command and control server is performed by the browser process,1,the browser process ComRAT’s communication to the command and control server is performed,store
97,Capability,"and control server information is stored in the registry, not",1,The command and control server information is stored in the registry,are used
98,Capability,the XML log file contains the command and control,1,the XML log file contains the command and control server information,supports
99,Capability,and control server domains are shared between Uroburos and ComRAT.,1,Uroburos and ComRAT Command and control server domains are shared between,relies on
100,Capability,traffic and the malware communicates to the browser by,1,the malware communicates to by the browser named pipe,uses
101,Capability,analysis the backdoor will look for encrypted commands within HTML,1,the backdoor HTML comments returned from the C2 look for encrypted commands within,works
102,Capability,The backdoor may also make requests to the C2,1,The backdoor HTTP make requests to over using the C2 the following parameters in the URI string,passes
103,Capability,"binary is configured to communicate to ""www.microsoftservices.proxydns.com"" on port",1,"The binary communicate to on using ""www.microsoftservices.proxydns.com"" port 80 standard HTTP POST and GET requests",injects
104,Capability,"directly. In addition, APT28 used one domain for command",1,APT28 used one domain for command and control sessions (baltichost.org) that was themed after the Baltic Host exercises,function
105,Capability,"2013, the SOURFACE downloader used hard-coded IP addresses for",1,the SOURFACE downloader C2 communications used hard-coded IP addresses for,detects
106,Capability,the future CORESHELL samples use domains. OF SOURFACE ECOSYSTEM,1,the future CORESHELL samples use domains,inject
107,Capability,SMTP to nato_smtp@mail.ru and received its tasking via POP,1,The backdoor POP received its tasking via from nato_pop@mail.ru,start
108,Capability,with a C2 server using HTTP. These protocols are,1,Communications with a C2 server HTTP using,start
109,Capability,Appendix D. 2. Email sent through a specified mail,1,Email sent through a specified mail server,sending
110,Capability,these newer versions. CORESHELL uses two threads to communicate,1,CORESHELL uses two threads to communicate with its C2 server,is delegated
111,Capability,server. The first thread sends beacons that contain the,1,The first thread sends beacons that contain the process listing of the compromised host,start
112,Capability,stage two payloads. Messages are sent using HTTP POST requests,1,HTTP POST requests Messages are sent using,bypassing
113,Capability,Russia’s Cyber Espionage Commands are sent from the C2 server,1,HTTP responses to the POST requests Commands are sent from to in the C2 server the CORESHELL backdoor,‘legitimise’
114,Capability,code base. CHOPSTICK may communicate with external servers using,1,CHOPSTICK SMTP or HTTP communicate with using external servers,is spawned
115,Capability,"execution time, CHOPSTICK begins communicating with one of its",1,CHOPSTICK HTTP communicating with over one of its C2 servers,listen
116,Capability,servers over HTTP. After sending an initial HTTP GET,1,it sending an initial HTTP GET request,perform
117,Capability,to be to uniquely identify the particular instance of,1,identify the particular instance of the backdoor to the C2 server,perform
118,Capability,"edg6EF885E2.tmp, CHOPSTICK continues to query its C2 servers for",1,CHOPSTICK HTTP GET requests query its C2 servers for using commands,ask
119,Capability,instance of CHOPSTICK may be reported to the C2 server,1,The modules that are included in an instance of CHOPSTICK be reported to as the C2 server part of POST messages,saving
120,Capability,that are used to validate the message. The next,1,The first two words (72 11 and fd 22) validate the message,copy
121,Capability,Dino. ComServer: These keys contain the command and control,1,These keys contain the command and control (C&C) servers’ URLs,delete
122,Capability,contain cryptographic keys to encrypt the network communications with,1,C&C servers encrypt the network communications with,save
123,Capability,module. The result is reported to the C&C server.,1,The result reported to the C&C server,keep
124,Capability,analyzed sample of Babar has two hard coded C&C,1,Babar has two hard coded C&C server addresses,overcome
125,Capability,The C2 domain quakegoogle.servequake.com resolved to 115.126.62.100 at the,1,The C2 domain quakegoogle.servequake.com resolved to at 115.126.62.100 the time of the SWCs,write
126,Capability,(aka Kaba) callback traffic sent to assign.ddnsking.com over port,1,SOGU (aka Kaba) callback traffic sent to over assign.ddnsking.com port 443,write
127,Capability,"ID: Meanwhile, the malware begins calling home, whilst also",1,the malware begins calling home,send
128,Capability,campaign. This PlugX payload was configured with the following command-and-control,1,This PlugX payload was configured with the following command-and-control (CnC) domains,calls
129,Capability,of older malware samples connecting to the same domain,1,a number of older malware samples connecting to the same domain wmi.ns01.us,communicates
130,Capability,Poison Ivy variants that connected to the domain wmi.ns01.us,1,The Poison Ivy variants connected to the domain wmi.ns01.us,write
131,Capability,pattern of YFds*&^ff and connected to a CnC server,1,this variant connected to a CnC server at windows.ddns.us,opens
132,Capability,This Poison Ivy variant connected to a CnC server,1,This Poison Ivy variant connected to a CnC server at ids.ns01.us,are hard-coded
133,Capability,below) and attempt to connect to hardcoded C&C URLs,1,the DLL file connect to hardcoded C&C URLs specified in the configuration data,provide
134,Capability,C&Cs the malware may receive instructions to download and,1,the malware receive instructions,allowing
135,Capability,C&C information but rather communicate with their controllers through,1,Most of these components communicate with through their controllers the original backdoor process,performed
136,Capability,"d433f281cf56015941a1c2cb87066ca62ea1db37, detected as Backdoor:W32/OnionDuke.A) contains among its configuration data",1,"This DLL file contains among a different hardcoded C&C domain, overpict.com its configuration data",update
137,Capability,that this component may abuse Twitter as an additional,1,this component Twitter abuse as an additional C&C channel,rely on
138,Capability,and grouptumbler.com have previously been identified as C&C domains used,1,C&C domains used by MiniDuke been identified the domains leveldelta.com and grouptumbler.com as,is installed
139,Capability,"of its target, it sending a network heartbeat package",1,it sending a network heartbeat package,is
140,Capability,backdoor program that can send GET request to designated,1,backdoor program Cookie fields GET request send to heartbeat packages by designated addresses,be instructed
141,Capability,"has been encrypted, and send requests actively every 60",1,both of them send requests,copying
142,Capability,Cobalt Strike attack can execute various operations in the,1,attack execute various operations,carry out
143,Capability,by dbgeng.dll This backdoor connects to the faux Oracle,1,This backdoor connects to the faux Oracle Java themed command and control (C2) domain oracle0876634.javaplug-in.com,are still injected
144,Capability,"v3.00, and attempted to connect to tiger.gamma-international.de, a domain",1,"This executable connect to tiger.gamma-international.de, a domain registered to Gamma International GmbH",be distributed
145,Capability,"C&C server: The samples communicated with 77.69.140.194, which belongs",1,The samples communicated with 77.69.140.194,be delivered
146,Capability,and allowed it to connect to the Bahrain C&C,1,it connect to the Bahrain C&C server,starts
147,Capability,"RAT payload. These attacks share the same C&C, 216.6.0.28,",1,"These attacks share the same C&C, 216.6.0.28, a Syrian IP address belonging to the Syr- ian Telecommunications Establishment, and publicly reported as a C&C of Syrian malware since February 2012",executed
148,Capability,"with Xtreme RAT, and using the C&C tn1.linkpc.net. For",1,The third attack using the C&C tn1.linkpc.net,installs
149,Capability,The C&C server also ran on ar-24.com. When we,1,The C&C server ran on ar-24.com,install
150,Capability,"RAT sent to Author used owner.no-ip.biz for its C&C,",1,The instance of Xtreme RAT sent to Author used owner.no-ip.biz for its C&C,install
151,Capability,with Xtreme RAT that talked to the same C&C,1,Xtreme RAT talked to the same C&C server,creates
152,Capability,. The SpyNet sample communicated with the C&C hamas.sytes.net.,1,The SpyNet sample communicated with the C&C hamas.sytes.net,is ensured
153,Capability,This sample of SpyNet communicated with the same C&C,1,This sample of SpyNet communicated with the same C&C hamas.sytes.net,places
154,Capability,"any legitimate content), which used the C&C storge.myftp.org. This",1,an instance of SpyNet used the C&C storge.myftp.org,flags
155,Capability,address. An unidentified dropper using this C&C targeted Journalist,1,An unidentified dropper using this C&C,hooks
156,Capability,political detainee D also used this C&C. In that,1,a SpyNet attack on Relative of political detainee D used this C&C,install
157,Capability,for the most part communicated with C&C at sn.all-google.com.,1,instances of SpyNet C&C at sn.all-google.com communicated with,calls
158,Capability,at sn.all-google.com. This domain was also used for C&C in other,1,C&C in other attacks This domain was also used for,checks
159,Capability,www.getmedia.us and www.technopenta.com after posting system infor- mation to,1,Two of the other CVE-2012-0158 exploits posting system infor- mation to random123.site11.com,hide
160,Capability,"FinSpy handshake, but instead uses a protocol based on",1,a version of FinSpy uses a protocol based on HTTP POST requests for communication with the C&C server,hide
161,Capability,"of malware that can report system information, upload screenshots,",1,a piece of malware report system information,hooks
162,Capability,"about Omani poetry, which talked to a C&C in",1,an Arabic-language bait document about Omani poetry talked to a C&C in the UK,block
163,Capability,found that each group forwarded to only a sin-,1,each group forwarded to only a sin- gle server,blocks
164,Capability,case where a group forwarded to two different IPs,1,a group forwarded to two different IPs,block
165,Capability,found two groups that forwarded to the same address.,1,two groups forwarded to the same address,blocked
166,Capability,samples from VirusTo- tal communicated with various servers in,1,Two RCS and 5 FSBSpy samples from VirusTo- tal communicated with various servers in the group,inject
167,Capability,The RCS samples also communicated with domains with lapsed,1,The RCS samples communicated with domains with lapsed registra- tions,checks
168,Capability,on a Turkish server talked to one of the,1,A sample of FSBSpy talked to one of the servers in this group,unloads
169,Capability,from these countries that communicated with servers in these,1,FSBSpy samples on Virus- Total uploaded from these countries communicated with servers in these groups,deactivates
170,Capability,a URL that Cmstar uses as its command and,1,that Cmstar uses a URL as its command and control (C2) location,hide
171,Capability,requests that Cmstar will create to communicate with its,1,Cmstar HTTP requests create to communicate with its C2 server,encrypt
172,Capability,piece of shellcode that carries out communications with the C2,1,a 752-byte piece of shellcode carries out communications with the C2 server,sets
173,Capability,"tasks, the Trojan will issue an HTTPS request to",1,the Trojan issue an HTTPS request to the C2 server,re-infect
174,Capability,C2 server will begin responding to beacons from the,1,the C2 server JSON blobs responding to with beacons from the Trojan,re-enable
175,Capability,"in Table 2, which allows the threat actors to",1,allows the threat actors to carry out a full range of activities on the system,hooks
176,Capability,16E5A27BD55E0B4E595C9743F4C75611 (ticrf.rat). The malware connects back to the exploit domain,1,The malware connects back to the exploit domain pic.nicklockluckydog.org the subdomain ssl.nicklockluckydog.org,registers
177,Capability,especially interesting because it relies on Microsoft's cloud storage service,1,it Microsoft's cloud storage service OneDrive relies on as its command and control channel,is notified
178,Capability,account. It will also search the OneDrive account for,1,It search the OneDrive account for files containing commands for the malware to execute,triggers
179,Capability,account. It will also search the OneDrive account for,1,It search the OneDrive account for files containing commands for the malware to execute,is intercepted
180,Capability,"analysis, a configuration file is downloaded from the server by",1,main.dll is downloaded a configuration file from on the server an infected system,scanned
181,Capability,Linux Hook main module communicated with the same CnC,1,Linux Hook main module communicated with the same CnC server,inspects
182,Capability,encrypted configuration block which contains information about the C&C,1,an encrypted configuration block contains information about the C&C sever,manipulate
183,Capability,"a WebDAV URL which is used for connections, a username",1,is used a WebDAV URL for connections,insert
184,Capability,The Cloud Atlas implants utilize a rather unusual C&C,1,The Cloud Atlas implants utilize a rather unusual C&C mechanism,hooks
185,Capability,malware samples we've seen communicate via HTTPS and WebDav,1,"All the malware samples we've seen HTTPS and WebDav communicate via with the same server ""cloudme.com"", a cloud services provider",hooks
186,Capability,have observed so far communicates with a different CloudMe,1,Each malware set we have observed so far communicates with a different CloudMe account,intercepts
187,Capability,"to the account, which is downloaded by the implant, decrypted",1,the implant is downloaded data,inspect
188,Capability,"In turn, the malware uploads the replies back to",1,the malware uploads the replies back to via the server the same mechanism,looking for and then parsing
189,Capability,– ItaDuke – that connected to accounts on the,1,only one other group connected to accounts on the cloud provider mydrive.ch,distinguish
190,Capability,Most Chinese-speaking attackers simply relocate C&C servers to a,1,Most Chinese-speaking attackers C&C servers relocate to a different place,detects
191,Capability,"The main C&C module is dumped into ""%SystemRoot%\system32\Windowsupdataney.dll"", (detected by",1,"The main C&C module is dumped into ""%SystemRoot%\system32\Windowsupdataney.dll""",invoke
192,Capability,"the screenshot above, which is ""uyghurinfo.com"". We identified several",1,"the command-and-control (C&C) server is ""uyghurinfo.com""",generate
193,Capability,from the Java exploits has the following C&C hardcoded,1,The backdoor extracted from the Java exploits has the following C&C,‘pulse’
194,Capability,"an Epic backdoor which connects to the following C&Cs,",1,an Epic backdoor connects to with the following C&Cs a generic internal ID of 1156fd22- 3443-4344-c4ffff,intercepts
195,Capability,command-and-control The Epic backdoors are commanded by a huge network,1,a huge network of hacked servers The Epic backdoors are commanded,execute
196,Capability,of hacked servers that deliver command and control functionality.,1,a huge network of hacked servers deliver command and control functionality,be delivered
197,Capability,functionality. The huge network commanded by the Epic Turla,1,the Epic Turla attackers The huge network commanded,installs
198,Capability,"For instance, the motherships function as both exploitation sites",1,function as the motherships command and control panels,is set up
199,Capability,and control proxies generally talk to a second level,1,The first level of command and control proxies talk to a second level of proxies,hooks
200,Capability,"proxies, which in turn, talk to the ""mothership"" server.",1,"a second level of proxies talk to the ""mothership"" server",installs
201,Capability,"generally a VPS, which runs the Control panel software",1,The mothership server runs the Control panel software,is stored
202,Capability,panel software used to interact with the victims. The,1,the Control panel software interact with the victims,hooks
203,Capability,60KB in size and implements a C&C protocol on,1,The main backdoor implements a C&C protocol on top of normal HTTP requests,hook
204,Capability,requests. The communication protocol uses requests in the C&C,1,The communication protocol uses requests in the C&C replies,installed
205,Capability,"replies, which the malware decrypts and processes The replies are sent",1,the malware decrypts and processes the C&C replies,register
206,Capability,and processes. The replies are sent back to the C&C,1,The replies are sent back to through the C&C the same channel,send
207,Capability,The configuration can also be updated on the fly by,1,the attackers The configuration be updated via the C&C,receive
208,Capability,"C&C call, the backdoor sends a pack with the",1,the backdoor During sends a pack with the victim's system information the first C&C call,bypassing
209,Capability,information. All further information sent to the C&C is,1,All further information sent to the C&C,making
210,Capability,large amount of commands sent to the victims by,1,the attackers sent a large amount of commands to the victims,invokes
211,Capability,"the server, the attackers send a template of commands:",1,the attackers send a template of commands,receives
212,Capability,"victim is infected and ""checks in"" with the server, the",1,"a victim ""checks in"" with the server",invoking
213,Capability,the new backdoor to connect to a specific CnC,1,the new backdoor connect to with a specific CnC server a personalized username and password,calling
214,Capability,"the samples we analyzed connect to intel-update.com and update-mirror.com,",1,The majority of the samples we analyzed connect to intel-update.com and update-mirror.com,defines
215,Capability,with a sample that connected to both intel- update.com,1,a sample connected to both intel- update.com and ultrasms.ir,send
216,Capability,a Stealer variant that connects to the aforementioned intel-update.com,1,This sample connects to the aforementioned intel-update.com as well as plugin-adobe.com,calls
217,Capability,"Aside from the sample connecting to plugin- adobe.com, we",1,the sample connecting to plugin- adobe.com,manipulate
218,Capability,"by the main component are establishment of persistence, gathering",1,"The most important functionalities are the execution of additional tasks, modules or executables as commanded by the C&C server",parse
219,Capability,"by the main component are establishment of persistence, gathering",1,The most important functionalities are communication with the C&C server,‘inject’
220,Capability,single CozyDuke instance has included the details of either,1,the configuration data for any single CozyDuke instance included the details of either one or two C&C servers,reach out
221,Capability,CozyDuke’s main method of communicating with its command and,1,CozyDuke communicating with using its command and control server either HTTP or HTTPS,detect
222,Capability,appears to almost solely uses compromised servers for CnC,1,the group CnC uses compromised servers for,registered
223,Capability,"uses different methods to acquire CnC instructions, either by",1,Each variant CnC instructions acquire,is registered
224,Capability,as an intermediary to deliver the second-stage CnC to,1,HAMERTOSS deliver the second-stage CnC to,is registered
225,Capability,"HAMMERTOSS by not only using Twitter for CnC, but",1,MiniDuke CnC Twitter using for,registers
226,Capability,of binaries coded to receive instructions from a set,1,a number of binaries receive instructions from a set of command and control (C2) servers,intercepts
227,Capability,and control (C2) servers instructing participating bots to attack,1,a set of command and control (C2) servers instructing participating bots to attack Next Media-owned websites and the HKGolden forum,parses
228,Capability,b5ac964a74091d54e091e68cecd5b532) The KernelBot implants receive targeting instructions from C2,1,The KernelBot implants C2 servers hard-coded directly into the sample receive targeting instructions from,be authenticated
229,Capability,a KernelBot variant that connects to both www.sapporo-digital-photoclub.com and,1,a KernelBot variant connects to both www.sapporo-digital-photoclub.com and wakayamasatei.com,is implemented
230,Capability,different unique configuration files issued by the C2 servers,1,the C2 servers listed above issued more than 30 different unique configuration files,decrypting
231,Capability,"and 24th, the attackers pushed a configuration update to",1,the attackers pushed a configuration update to four controls servers,making sure
232,Capability,certificate. This PlugX variant connected to a Google Code,1,This PlugX variant connected to a Google Code project at code.google.com/p/udom/,routing
233,Capability,"at code.google.com/p/udom/, where it decoded a command that configured",1,it decoded a command that configured its C2 server,is acting
234,Capability,detected as Backdoor.APT.Preshin and connected to luxscena.com for C2.,1,This sample C2 connected to for luxscena.com,respond
235,Capability,as Backdoor.APT.PISCES and it used hk.java-se.com for C2. The,1,it C2 used hk.java-se.com for,is authenticated and decrypted
236,Capability,Backdoor.APT.PISCES and observed it connect to u.java-se.com. Both of,1,it connect to u.java-se.com,log
237,Capability,"today, the Stuxnet operation began in November 2005 with",1,the Stuxnet operation November 2005 began in with the registration of the command and control (C&C) servers used in the attacks,writes
238,Capability,Backdoor.Trojan was installed that communicated back to the C&C,1,a common Backdoor.Trojan communicated back to the C&C server,send
239,Capability,component is responsible for sending back a HTTP GET,1,The reporter component sending back to a HTTP GET request the C&C server,send
240,Capability,"the C&C server. It reports the domain name, IP",1,"It reports the domain name, IP address and number of files overwritten",log
241,Capability,restart with Windows and connect to one of three,1,the back door connect to one of three C&C servers located in Greece,used
242,Capability,last C&C server has been used since 2010 in similar,1,The last C&C server been used since in 2010 similar attacks against other companies,submitted
243,Capability,"in the DMZ can act as a proxy, forwarding",1,a previously compromised computer in the DMZ act as a proxy,received
244,Capability,components. Regin’s C&C operations are extensive. These backchannel operations,1,Regin’s C&C operations are extensive,identify
245,Capability,either the attackers can initiate communications with compromised computers,1,the attackers initiate communications with on compromised computers the border network,creates
246,Capability,the compromised computers can initiate communications with the attacker.,1,the compromised computers initiate communications with the attacker,are mounted
247,Capability,"extensive. These backchannel operations are bidirectional, which means either",1,backchannel operations are bidirectional,is created
248,Capability,and control can also happen in a peer-to-peer fashion.,1,command and control happen in a peer-to-peer fashion,installed
249,Capability,strongly encrypted and can happen in a two-stage fashion,1,All communications happen in a two-stage fashion,provides
250,Capability,where the attacker may contact a compromised computer using,1,the attacker contact a compromised computer using one channel,is written
251,Capability,using one channel to instruct it to begin communications,1,the attacker instruct it,read
252,Capability,to instruct it to begin communications on a different,1,it begin communications on a different channel,is based
253,Capability,"CURRENT. The C&C operations are undertaken by various modules, including",1,various modules The C&C operations are undertaken,be scrambled
254,Capability,manner. 1. The module connects to autolace.twilightparadox.com (or automachine.,1,The module connects to autolace.twilightparadox.com (or automachine. servequake.com),is saved
255,Capability,(or automachine. servequake.com) and issues a HTTP GET request,1,The module issues a HTTP GET request with hardcoded User­Agent string,reflected
