,Unnamed: 0,label,text-neigh,label_num,text-rel,text-neigh-processed,text-rel-processed,text-neigh-tokens,text-rel-tokens
63,63,no-infection/propagation,decrypting the data and making sure it starts with the,0,making sure it starts with the markers 0xDEADBEAF and 0xC001BA5E (which appear to derive from ‘DEAD BEEF’ and ‘COOL BASE’),decrypt data make sure start,make sure start marker 0xdeadbeaf 0xc001ba5e appear deriv ‘dead beef ‘cool base,"['decrypt', 'data', 'make', 'sure', 'start']","['make', 'sure', 'start', 'marker', '0xdeadbeaf', '0xc001ba5e', 'appear', 'deriv', '‘dead', 'beef', '‘cool', 'base']"
64,64,no-infection/propagation,is that the driver is acting in this mode like,0,the driver is acting in like this mode a proxy,driver act thi mode like,driver act like thi mode proxi,"['driver', 'act', 'thi', 'mode', 'like']","['driver', 'act', 'like', 'thi', 'mode', 'proxi']"
65,65,no-infection/propagation,HTTP the driver will respond with messages like HTTP/1.1,0,the driver respond with messages like HTTP/1.1 200 OK or HTTP/1.1 500 Server Error,http driver respond messag like system-path ,driver respond messag like system-path  200 ok system-path  500 server error,"['http', 'driver', 'respond', 'messag', 'like', 'system-path']","['driver', 'respond', 'messag', 'like', 'system-path', '200', 'ok', 'system-path', '500', 'server', 'error']"
66,66,no-infection/propagation,Once the incoming data is authenticated and decrypted the driver passes it,0,is authenticated and decrypted the incoming data,onc incom data authent decrypt driver pass,authent decrypt incom data,"['onc', 'incom', 'data', 'authent', 'decrypt', 'driver', 'pass']","['authent', 'decrypt', 'incom', 'data']"
67,67,no-infection/propagation,inj_snake_x64.dll The rkctl_Win32.dll/rkctl_x64.dll module uses the following hard-coded named,0,The rkctl_Win32.dll/rkctl_x64.dll module uses the following hard-coded named pipe for communications,inj_snake_x64.dl modul use follow hard-cod name,modul use follow hard-cod name pipe commun,"['inj_snake_x64.dl', 'modul', 'use', 'follow', 'hard-cod', 'name']","['modul', 'use', 'follow', 'hard-cod', 'name', 'pipe', 'commun']"
68,68,no-infection/propagation,The remote commands it receives appear to be designed,0,it The remote commands receives,remot command receiv appear design,remot command receiv,"['remot', 'command', 'receiv', 'appear', 'design']","['remot', 'command', 'receiv']"
69,69,no-infection/propagation,to be designed to control other components of Snake:,0,The remote commands control other components of Snake,design control compon snake:,remot command control compon snake,"['design', 'control', 'compon', 'snake:']","['remot', 'command', 'control', 'compon', 'snake']"
70,70,no-infection/propagation,that the DLL should use for its communications. The,0,the DLL use the pipe name(s) for its communications,dll use communications.,dll use pipe name commun,"['dll', 'use', 'communications.']","['dll', 'use', 'pipe', 'name', 'commun']"
71,71,no-infection/propagation,communications. The remote commands received by this Snake DLL,0,this Snake DLL module The remote commands received,communications. remot command receiv thi snake dll,thi snake dll modul remot command receiv,"['communications.', 'remot', 'command', 'receiv', 'thi', 'snake', 'dll']","['thi', 'snake', 'dll', 'modul', 'remot', 'command', 'receiv']"
72,72,no-infection/propagation,"write_peer_nfo • read_peer_nfo To post the data, the DLL",0,the DLL post the data,write_peer_nfo read_peer_nfo post data dll,dll post data,"['write_peer_nfo', 'read_peer_nfo', 'post', 'data', 'dll']","['dll', 'post', 'data']"
73,73,no-infection/propagation,application/vnd.ms-powerpoint Request type it uses can either be POST,0,it uses,request type use either post,use,"['request', 'type', 'use', 'either', 'post']",['use']
74,74,no-infection/propagation,"it uses can either be POST of GET, and",0,Request type POST be,use either post get,request type post,"['use', 'either', 'post', 'get']","['request', 'type', 'post']"
75,75,no-infection/propagation,C&C server resource name is /default.asp. BAE Systems Applied,0,C&C server resource name is /default.asp,c&c server resourc name system-path  bae system appli asp-file,c&c server resourc name system-path  asp-file,"['c&c', 'server', 'resourc', 'name', 'system-path', 'bae', 'system', 'appli', 'asp-file']","['c&c', 'server', 'resourc', 'name', 'system-path', 'asp-file']"
76,76,no-infection/propagation,"it uses can either be POST of GET, and",0,Request type GET be,use either post get,request type get,"['use', 'either', 'post', 'get']","['request', 'type', 'get']"
77,77,no-infection/propagation,Theory Library) algorithm and is uploaded by the usermode-centric Snake,0,"This file is uploaded by to along with the usermode-centric Snake rootkit the C&C server other configuration files, such as mtmon.sdb, mtmon32.sdb, gstatsnd.bin, gstat.bin, gstat32.bin, and other log files found in the %windows%\$NtUninstallQrandom$ directory",theori librari algorithm upload usermode-centr snake,thi file upload along usermode-centr snake rootkit c&c server configur file  sdb-file  sdb-file  bin-file  bin-file  bin-file log file found directori,"['theori', 'librari', 'algorithm', 'upload', 'usermode-centr', 'snake']","['thi', 'file', 'upload', 'along', 'usermode-centr', 'snake', 'rootkit', 'c&c', 'server', 'configur', 'file', 'sdb-file', 'sdb-file', 'bin-file', 'bin-file', 'bin-file', 'log', 'file', 'found', 'directori']"
78,78,no-infection/propagation,"Metasploit framework, and then deliver the generated shellcode back",0,The attacker deliver the generated shellcode back to to the reconnaissance tool be applied against the identified hosts by running the tool with the ‘exp_os’ switch,metasploit framework deliv gener shellcod back,attack deliv gener shellcod back reconnaiss tool appli identifi host run tool ‘exp_o switch,"['metasploit', 'framework', 'deliv', 'gener', 'shellcod', 'back']","['attack', 'deliv', 'gener', 'shellcod', 'back', 'reconnaiss', 'tool', 'appli', 'identifi', 'host', 'run', 'tool', '‘exp_o', 'switch']"
79,79,no-infection/propagation,Another approach is to carry out all of the communications,0,carry out all of the communications from the kernel-mode driver,anoth approach carri commun,carri commun kernel-mod driver,"['anoth', 'approach', 'carri', 'commun']","['carri', 'commun', 'kernel-mod', 'driver']"
80,80,no-infection/propagation,One approach is to delegate the network communication engine,0,delegate the network communication engine to usermode code,one approach deleg network commun engin,deleg network commun engin usermod code,"['one', 'approach', 'deleg', 'network', 'commun', 'engin']","['deleg', 'network', 'commun', 'engin', 'usermod', 'code']"
81,81,no-infection/propagation,"the outside world, it only needs one host to be",0,it When only needs one host to be connected online most of the infected hosts are cut off from the outside world,outsid world onli need one host,onli need one host connect onlin infect host cut outsid world,"['outsid', 'world', 'onli', 'need', 'one', 'host']","['onli', 'need', 'one', 'host', 'connect', 'onlin', 'infect', 'host', 'cut', 'outsid', 'world']"
82,82,no-infection/propagation,initial communications that it sends out to its command and,0,it sends out to the initial communications its command and control server,initi commun send command,send initi commun command control server,"['initi', 'commun', 'send', 'command']","['send', 'initi', 'commun', 'command', 'control', 'server']"
83,83,no-infection/propagation,first set of commands force the malware to behave,0,The first set of commands force the malware to behave as a simple downloader,first set command forc malwar behav,first set command forc malwar behav simpl download,"['first', 'set', 'command', 'forc', 'malwar', 'behav']","['first', 'set', 'command', 'forc', 'malwar', 'behav', 'simpl', 'download']"
84,84,no-infection/propagation,is fairly simplistic but provides the operator with access,0,The command and control structure provides the operator with access to the victim machine’s filesystem and command line,fairli simplist provid oper access,command control structur provid oper access victim machin filesystem command line,"['fairli', 'simplist', 'provid', 'oper', 'access']","['command', 'control', 'structur', 'provid', 'oper', 'access', 'victim', 'machin', 'filesystem', 'command', 'line']"
85,85,no-infection/propagation,various tasks such as executing arbitrary commands or uploading,0,executing arbitrary commands,variou task execut arbitrari command upload,execut arbitrari command,"['variou', 'task', 'execut', 'arbitrari', 'command', 'upload']","['execut', 'arbitrari', 'command']"
86,86,no-infection/propagation,executing arbitrary commands or uploading and downloading files from,0,uploading files from the compromised system,execut arbitrari command upload download file,upload file compromis system,"['execut', 'arbitrari', 'command', 'upload', 'download', 'file']","['upload', 'file', 'compromis', 'system']"
87,87,no-infection/propagation,commands or uploading and downloading files from the compromised,0,downloading files from the compromised system,command upload download file compromis,download file compromis system,"['command', 'upload', 'download', 'file', 'compromis']","['download', 'file', 'compromis', 'system']"
88,88,no-infection/propagation,"message is received, OrcaRAT sends an HTTP POST message",0,OrcaRAT sends an HTTP POST message to the command and control server,messag receiv orcarat send http post messag,orcarat send http post messag command control server,"['messag', 'receiv', 'orcarat', 'send', 'http', 'post', 'messag']","['orcarat', 'send', 'http', 'post', 'messag', 'command', 'control', 'server']"
89,89,no-infection/propagation,the employed Korplug samples were connecting to the same C&C,0,the employed Korplug samples were connecting to the same C&C domain,employ korplug sampl connect c&c,employ korplug sampl connect c&c domain,"['employ', 'korplug', 'sampl', 'connect', 'c&c']","['employ', 'korplug', 'sampl', 'connect', 'c&c', 'domain']"
90,90,no-infection/propagation,Email:stanlee@gmail.com Other Korplug samples were connecting to a different domain,0,Other Korplug samples were connecting to a different domain name resolving to the same IPs as notebookhk.net,korplug sampl connect differ domain,korplug sampl connect differ domain name resolv ip  net-file,"['korplug', 'sampl', 'connect', 'differ', 'domain']","['korplug', 'sampl', 'connect', 'differ', 'domain', 'name', 'resolv', 'ip', 'net-file']"
91,91,no-infection/propagation,of these ‘alternative RATs’ was connecting to a domain also,0,One of these ‘alternative RATs’ was connecting to a domain also used by the Korplug samples,‘altern rat wa connect domain also,one ‘altern rat wa connect domain also use korplug sampl,"['‘altern', 'rat', 'wa', 'connect', 'domain', 'also']","['one', '‘altern', 'rat', 'wa', 'connect', 'domain', 'also', 'use', 'korplug', 'sampl']"
92,92,no-infection/propagation,"on the infected machine, transfer files to and from",0,The malware transfer to files the C&C server,infect machin transfer file,malwar transfer file c&c server,"['infect', 'machin', 'transfer', 'file']","['malwar', 'transfer', 'file', 'c&c', 'server']"
93,93,no-infection/propagation,"on the infected machine, transfer files to and from",0,The malware transfer from files the C&C server,infect machin transfer file,malwar transfer file c&c server,"['infect', 'machin', 'transfer', 'file']","['malwar', 'transfer', 'file', 'c&c', 'server']"
94,94,no-infection/propagation,written in Delphi and connects to www.dicemention.com. Some samples,0,It connects to www.dicemention.com,written delphi connect  com-file sampl,connect  com-file,"['written', 'delphi', 'connect', 'com-file', 'sampl']","['connect', 'com-file']"
95,95,no-infection/propagation,"Furthermore, the attackers also shared a C&C domain. The",0,the attackers shared a C&C domain,furthermor attack also share c&c domain.,attack share c&c domain,"['furthermor', 'attack', 'also', 'share', 'c&c', 'domain.']","['attack', 'share', 'c&c', 'domain']"
96,96,no-infection/propagation,command and control server is performed by the browser process,0,the browser process ComRAT’s communication to the command and control server is performed,command control server perform browser process,browser process comrat commun command control server perform,"['command', 'control', 'server', 'perform', 'browser', 'process']","['browser', 'process', 'comrat', 'commun', 'command', 'control', 'server', 'perform']"
97,97,no-infection/propagation,"and control server information is stored in the registry, not",0,The command and control server information is stored in the registry,control server inform store registri,command control server inform store registri,"['control', 'server', 'inform', 'store', 'registri']","['command', 'control', 'server', 'inform', 'store', 'registri']"
98,98,no-infection/propagation,the XML log file contains the command and control,0,the XML log file contains the command and control server information,xml log file contain command control,xml log file contain command control server inform,"['xml', 'log', 'file', 'contain', 'command', 'control']","['xml', 'log', 'file', 'contain', 'command', 'control', 'server', 'inform']"
99,99,no-infection/propagation,and control server domains are shared between Uroburos and ComRAT.,0,Uroburos and ComRAT Command and control server domains are shared between,control server domain share uroburo comrat.,uroburo comrat command control server domain share,"['control', 'server', 'domain', 'share', 'uroburo', 'comrat.']","['uroburo', 'comrat', 'command', 'control', 'server', 'domain', 'share']"
