,Unnamed: 0,label,text-neigh,label_num,text-rel,text-neigh-processed,text-rel-processed,text-neigh-tokens,text-rel-tokens
30,30,no-other,Status:200 The files it uploads are stored inside its,0,it The files uploads,status:200 file upload store insid,file upload,"['status:200', 'file', 'upload', 'store', 'insid']","['file', 'upload']"
31,31,no-other,sample reveals that it supports 3 modes of fetching,0,it supports 3 modes of fetching C&C commands,sampl reveal support mode fetch,support mode fetch c&c command,"['sampl', 'reveal', 'support', 'mode', 'fetch']","['support', 'mode', 'fetch', 'c&c', 'command']"
32,32,no-other,"the first mode, it relies on Windows Internet (WinINet) APIs,",0,"it Windows Internet (WinINet) APIs, such as HttpOpenRequest(), HttpSendRequest(), InternetReadFile(), etc relies on",first mode reli window internet wininet api,window internet wininet api httpopenrequest httpsendrequest internetreadfil etc reli,"['first', 'mode', 'reli', 'window', 'internet', 'wininet', 'api']","['window', 'internet', 'wininet', 'api', 'httpopenrequest', 'httpsendrequest', 'internetreadfil', 'etc', 'reli']"
33,33,no-other,"the second mode, it uses Windows Sockets 2 (Winsock)",0,"it Windows Sockets 2 (Winsock) APIs, such as WSAStartup(), socket(), connect(), send(), etc uses",second mode use window socket winsock,window socket winsock api wsastartup socket connect send etc use,"['second', 'mode', 'use', 'window', 'socket', 'winsock']","['window', 'socket', 'winsock', 'api', 'wsastartup', 'socket', 'connect', 'send', 'etc', 'use']"
34,34,no-other,"the third mode, it works in the ‘pipe server’",0,it works in the ‘pipe server’ mode,third mode work ‘pipe server,work ‘pipe server mode,"['third', 'mode', 'work', '‘pipe', 'server']","['work', '‘pipe', 'server', 'mode']"
35,35,no-other,"server’ mode, when it passes the web requests it",0,it passes the web requests it is interested in (as a client) to the pipe server that runs within Windows Explorer (explorer.exe) and/or Internet Explorer (iexplore.exe) processes,server mode pass web request,pass web request interest client pipe server run within window explor explorer.ex system-path  internet explor iexplore.ex process,"['server', 'mode', 'pass', 'web', 'request']","['pass', 'web', 'request', 'interest', 'client', 'pipe', 'server', 'run', 'within', 'window', 'explor', 'explorer.ex', 'system-path', 'internet', 'explor', 'iexplore.ex', 'process']"
36,36,no-other,"mode, the DLL may start communicating with C&C directly.",0,the DLL start communicating with C&C directly,mode dll may start commun c&c directly.,dll start commun c&c directli,"['mode', 'dll', 'may', 'start', 'commun', 'c&c', 'directly.']","['dll', 'start', 'commun', 'c&c', 'directli']"
37,37,no-other,the injected DLL will start communicating with the pipe,0,the injected DLL start communicating with the pipe server,inject dll start commun pipe,inject dll start commun pipe server,"['inject', 'dll', 'start', 'commun', 'pipe']","['inject', 'dll', 'start', 'commun', 'pipe', 'server']"
38,38,no-other,the pipe server by sending messages into the established,0,the injected DLL sending messages into the established inter-process communication pipes,pipe server send messag establish,inject dll send messag establish inter-process commun pipe,"['pipe', 'server', 'send', 'messag', 'establish']","['inject', 'dll', 'send', 'messag', 'establish', 'inter-process', 'commun', 'pipe']"
39,39,no-other,"of communication with C&C is delegated to the pipe server,",0,is delegated the task of communication with C&C to the pipe server,commun c&c deleg pipe server,deleg task commun c&c pipe server,"['commun', 'c&c', 'deleg', 'pipe', 'server']","['deleg', 'task', 'commun', 'c&c', 'pipe', 'server']"
40,40,no-other,"pipe server, it will start communicating with the C&C,",0,it start communicating with the C&C,pipe server start commun c&c,start commun c&c,"['pipe', 'server', 'start', 'commun', 'c&c']","['start', 'commun', 'c&c']"
41,41,no-other,the pipe server to perform other operations on their,0,the pipe server GET perform,pipe server perform oper,pipe server get perform,"['pipe', 'server', 'perform', 'oper']","['pipe', 'server', 'get', 'perform']"
42,42,no-other,the pipe server to perform other operations on their,0,the pipe server POST requests perform,pipe server perform oper,pipe server post request perform,"['pipe', 'server', 'perform', 'oper']","['pipe', 'server', 'post', 'request', 'perform']"
43,43,no-other,"of tasks, the clients send messages to the pipe",0,the clients send messages to using the pipe server the following task identification headers,task client send messag pipe,client send messag use pipe server follow task identif header,"['task', 'client', 'send', 'messag', 'pipe']","['client', 'send', 'messag', 'use', 'pipe', 'server', 'follow', 'task', 'identif', 'header']"
44,44,no-other,set of domain names are hard-coded within the body of,0,are hard-coded the initial set of domain names within the body of the DLL,set domain name hard-cod within bodi,hard-cod initi set domain name within bodi dll,"['set', 'domain', 'name', 'hard-cod', 'within', 'bodi']","['hard-cod', 'initi', 'set', 'domain', 'name', 'within', 'bodi', 'dll']"
45,45,no-other,system. The ability to update the driver and then,0,update the driver,system. abil updat driver,updat driver,"['system.', 'abil', 'updat', 'driver']","['updat', 'driver']"
46,46,no-other,the driver and then rely on its communication capabilities means,0,rely on its communication capabilities,driver reli commun capabl mean,reli commun capabl,"['driver', 'reli', 'commun', 'capabl', 'mean']","['reli', 'commun', 'capabl']"
47,47,no-other,where the kernel-mode driver is responsible for the communications.,0,the kernel-mode driver is responsible for the communications,kernel-mod driver respons communications.,kernel-mod driver respons commun,"['kernel-mod', 'driver', 'respons', 'communications.']","['kernel-mod', 'driver', 'respons', 'commun']"
48,48,no-other,a kernel-mode driver to carry out the network communications. The,0,a kernel-mode driver carry out the network communications,kernel-mod driver carri network communications.,kernel-mod driver carri network commun,"['kernel-mod', 'driver', 'carri', 'network', 'communications.']","['kernel-mod', 'driver', 'carri', 'network', 'commun']"
49,49,no-other,"FwpsCopyStreamDataToBuffer0() API, and then scanned for the presence of",0,scanned for it the presence of the hidden commands from C&C,api scan presenc,scan presenc hidden command c&c,"['api', 'scan', 'presenc']","['scan', 'presenc', 'hidden', 'command', 'c&c']"
50,50,no-other,allowing Snake to covertly insert traffic destined to its,0,Snake insert traffic destined to its C&C servers,allow snake covertli insert traffic destin,snake insert traffic destin c&c server,"['allow', 'snake', 'covertli', 'insert', 'traffic', 'destin']","['snake', 'insert', 'traffic', 'destin', 'c&c', 'server']"
51,51,no-other,"now inspect the traffic, looking for and then parsing GET/POST HTTP requests and",0,it GET/POST HTTP requests and also SMTP communications looking for and then parsing,inspect traffic look pars system-path  http request,system-path  http request also smtp commun look pars,"['inspect', 'traffic', 'look', 'pars', 'system-path', 'http', 'request']","['system-path', 'http', 'request', 'also', 'smtp', 'commun', 'look', 'pars']"
52,52,no-other,"communications, in order to distinguish commands addressed to itself.",0,it distinguish commands addressed to itself,commun order distinguish command address itself.,distinguish command address,"['commun', 'order', 'distinguish', 'command', 'address', 'itself.']","['distinguish', 'command', 'address']"
53,53,no-other,API in order to generate outbound requests. Whenever the,0,it generate outbound requests,api order gener outbound requests. whenev,gener outbound request,"['api', 'order', 'gener', 'outbound', 'requests.', 'whenev']","['gener', 'outbound', 'request']"
54,54,no-other,module is expected to execute them and report results,0,the DLL module If execute them the data contains commands from C&C,modul expect execut report result,dll modul execut data contain command c&c,"['modul', 'expect', 'execut', 'report', 'result']","['dll', 'modul', 'execut', 'data', 'contain', 'command', 'c&c']"
55,55,no-other,to the driver to be delivered back to C&C. NDIS,0,the driver C&C be delivered back to,driver deliv back c&c. ndi,driver c&c deliv back,"['driver', 'deliv', 'back', 'c&c.', 'ndi']","['driver', 'c&c', 'deliv', 'back']"
56,56,no-other,"handler functions, it can send receive data by using",0,it send data by using a private TCP/IP stack,handler function send receiv data use,send data use privat system-path  stack,"['handler', 'function', 'send', 'receiv', 'data', 'use']","['send', 'data', 'use', 'privat', 'system-path', 'stack']"
57,57,no-other,"functions, it can send/ receive data by using a",0,it receive data by using a private TCP/IP stack,function system-path  receiv data use,receiv data use privat system-path  stack,"['function', 'system-path', 'receiv', 'data', 'use']","['receiv', 'data', 'use', 'privat', 'system-path', 'stack']"
58,58,no-other,"the underlying miniport driver receives data from the network,",0,the underlying miniport driver receives data from the network,underli miniport driver receiv data network,underli miniport driver receiv data network,"['underli', 'miniport', 'driver', 'receiv', 'data', 'network']","['underli', 'miniport', 'driver', 'receiv', 'data', 'network']"
59,59,no-other,"into existing communications to reach out to external components, and",0,Snake reach out to external components,exist commun reach extern compon,snake reach extern compon,"['exist', 'commun', 'reach', 'extern', 'compon']","['snake', 'reach', 'extern', 'compon']"
60,60,no-other,see if it can be authenticated as Snake traffic. The,0,Snake traffic be authenticated it as,see authent snake traffic.,snake traffic authent,"['see', 'authent', 'snake', 'traffic.']","['snake', 'traffic', 'authent']"
61,61,no-other,Snake traffic. The authentication is implemented by decrypting the data,0,The authentication is implemented,snake traffic. authent implement decrypt data,authent implement,"['snake', 'traffic.', 'authent', 'implement', 'decrypt', 'data']","['authent', 'implement']"
62,62,no-other,authentication is implemented by decrypting the data and making,0,decrypting the data,authent implement decrypt data make,decrypt data,"['authent', 'implement', 'decrypt', 'data', 'make']","['decrypt', 'data']"
63,63,no-other,decrypting the data and making sure it starts with the,0,making sure it starts with the markers 0xDEADBEAF and 0xC001BA5E (which appear to derive from ‘DEAD BEEF’ and ‘COOL BASE’),decrypt data make sure start,make sure start marker 0xdeadbeaf 0xc001ba5e appear deriv ‘dead beef ‘cool base,"['decrypt', 'data', 'make', 'sure', 'start']","['make', 'sure', 'start', 'marker', '0xdeadbeaf', '0xc001ba5e', 'appear', 'deriv', '‘dead', 'beef', '‘cool', 'base']"
64,64,no-other,is that the driver is acting in this mode like,0,the driver is acting in like this mode a proxy,driver act thi mode like,driver act like thi mode proxi,"['driver', 'act', 'thi', 'mode', 'like']","['driver', 'act', 'like', 'thi', 'mode', 'proxi']"
65,65,no-other,HTTP the driver will respond with messages like HTTP/1.1,0,the driver respond with messages like HTTP/1.1 200 OK or HTTP/1.1 500 Server Error,http driver respond messag like system-path ,driver respond messag like system-path  200 ok system-path  500 server error,"['http', 'driver', 'respond', 'messag', 'like', 'system-path']","['driver', 'respond', 'messag', 'like', 'system-path', '200', 'ok', 'system-path', '500', 'server', 'error']"
66,66,no-other,Once the incoming data is authenticated and decrypted the driver passes it,0,is authenticated and decrypted the incoming data,onc incom data authent decrypt driver pass,authent decrypt incom data,"['onc', 'incom', 'data', 'authent', 'decrypt', 'driver', 'pass']","['authent', 'decrypt', 'incom', 'data']"
67,67,no-other,inj_snake_x64.dll The rkctl_Win32.dll/rkctl_x64.dll module uses the following hard-coded named,0,The rkctl_Win32.dll/rkctl_x64.dll module uses the following hard-coded named pipe for communications,inj_snake_x64.dl modul use follow hard-cod name,modul use follow hard-cod name pipe commun,"['inj_snake_x64.dl', 'modul', 'use', 'follow', 'hard-cod', 'name']","['modul', 'use', 'follow', 'hard-cod', 'name', 'pipe', 'commun']"
68,68,no-other,The remote commands it receives appear to be designed,0,it The remote commands receives,remot command receiv appear design,remot command receiv,"['remot', 'command', 'receiv', 'appear', 'design']","['remot', 'command', 'receiv']"
69,69,no-other,to be designed to control other components of Snake:,0,The remote commands control other components of Snake,design control compon snake:,remot command control compon snake,"['design', 'control', 'compon', 'snake:']","['remot', 'command', 'control', 'compon', 'snake']"
70,70,no-other,that the DLL should use for its communications. The,0,the DLL use the pipe name(s) for its communications,dll use communications.,dll use pipe name commun,"['dll', 'use', 'communications.']","['dll', 'use', 'pipe', 'name', 'commun']"
71,71,no-other,communications. The remote commands received by this Snake DLL,0,this Snake DLL module The remote commands received,communications. remot command receiv thi snake dll,thi snake dll modul remot command receiv,"['communications.', 'remot', 'command', 'receiv', 'thi', 'snake', 'dll']","['thi', 'snake', 'dll', 'modul', 'remot', 'command', 'receiv']"
72,72,no-other,"write_peer_nfo • read_peer_nfo To post the data, the DLL",0,the DLL post the data,write_peer_nfo read_peer_nfo post data dll,dll post data,"['write_peer_nfo', 'read_peer_nfo', 'post', 'data', 'dll']","['dll', 'post', 'data']"
73,73,no-other,application/vnd.ms-powerpoint Request type it uses can either be POST,0,it uses,request type use either post,use,"['request', 'type', 'use', 'either', 'post']",['use']
74,74,no-other,"it uses can either be POST of GET, and",0,Request type POST be,use either post get,request type post,"['use', 'either', 'post', 'get']","['request', 'type', 'post']"
75,75,no-other,C&C server resource name is /default.asp. BAE Systems Applied,0,C&C server resource name is /default.asp,c&c server resourc name system-path  bae system appli asp-file,c&c server resourc name system-path  asp-file,"['c&c', 'server', 'resourc', 'name', 'system-path', 'bae', 'system', 'appli', 'asp-file']","['c&c', 'server', 'resourc', 'name', 'system-path', 'asp-file']"
76,76,no-other,"it uses can either be POST of GET, and",0,Request type GET be,use either post get,request type get,"['use', 'either', 'post', 'get']","['request', 'type', 'get']"
77,77,no-other,Theory Library) algorithm and is uploaded by the usermode-centric Snake,0,"This file is uploaded by to along with the usermode-centric Snake rootkit the C&C server other configuration files, such as mtmon.sdb, mtmon32.sdb, gstatsnd.bin, gstat.bin, gstat32.bin, and other log files found in the %windows%\$NtUninstallQrandom$ directory",theori librari algorithm upload usermode-centr snake,thi file upload along usermode-centr snake rootkit c&c server configur file  sdb-file  sdb-file  bin-file  bin-file  bin-file log file found directori,"['theori', 'librari', 'algorithm', 'upload', 'usermode-centr', 'snake']","['thi', 'file', 'upload', 'along', 'usermode-centr', 'snake', 'rootkit', 'c&c', 'server', 'configur', 'file', 'sdb-file', 'sdb-file', 'bin-file', 'bin-file', 'bin-file', 'log', 'file', 'found', 'directori']"
78,78,no-other,"Metasploit framework, and then deliver the generated shellcode back",0,The attacker deliver the generated shellcode back to to the reconnaissance tool be applied against the identified hosts by running the tool with the ‘exp_os’ switch,metasploit framework deliv gener shellcod back,attack deliv gener shellcod back reconnaiss tool appli identifi host run tool ‘exp_o switch,"['metasploit', 'framework', 'deliv', 'gener', 'shellcod', 'back']","['attack', 'deliv', 'gener', 'shellcod', 'back', 'reconnaiss', 'tool', 'appli', 'identifi', 'host', 'run', 'tool', '‘exp_o', 'switch']"
79,79,no-other,Another approach is to carry out all of the communications,0,carry out all of the communications from the kernel-mode driver,anoth approach carri commun,carri commun kernel-mod driver,"['anoth', 'approach', 'carri', 'commun']","['carri', 'commun', 'kernel-mod', 'driver']"
80,80,no-other,One approach is to delegate the network communication engine,0,delegate the network communication engine to usermode code,one approach deleg network commun engin,deleg network commun engin usermod code,"['one', 'approach', 'deleg', 'network', 'commun', 'engin']","['deleg', 'network', 'commun', 'engin', 'usermod', 'code']"
81,81,no-other,"the outside world, it only needs one host to be",0,it When only needs one host to be connected online most of the infected hosts are cut off from the outside world,outsid world onli need one host,onli need one host connect onlin infect host cut outsid world,"['outsid', 'world', 'onli', 'need', 'one', 'host']","['onli', 'need', 'one', 'host', 'connect', 'onlin', 'infect', 'host', 'cut', 'outsid', 'world']"
82,82,no-other,initial communications that it sends out to its command and,0,it sends out to the initial communications its command and control server,initi commun send command,send initi commun command control server,"['initi', 'commun', 'send', 'command']","['send', 'initi', 'commun', 'command', 'control', 'server']"
83,83,no-other,first set of commands force the malware to behave,0,The first set of commands force the malware to behave as a simple downloader,first set command forc malwar behav,first set command forc malwar behav simpl download,"['first', 'set', 'command', 'forc', 'malwar', 'behav']","['first', 'set', 'command', 'forc', 'malwar', 'behav', 'simpl', 'download']"
84,84,no-other,is fairly simplistic but provides the operator with access,0,The command and control structure provides the operator with access to the victim machine’s filesystem and command line,fairli simplist provid oper access,command control structur provid oper access victim machin filesystem command line,"['fairli', 'simplist', 'provid', 'oper', 'access']","['command', 'control', 'structur', 'provid', 'oper', 'access', 'victim', 'machin', 'filesystem', 'command', 'line']"
85,85,no-other,various tasks such as executing arbitrary commands or uploading,0,executing arbitrary commands,variou task execut arbitrari command upload,execut arbitrari command,"['variou', 'task', 'execut', 'arbitrari', 'command', 'upload']","['execut', 'arbitrari', 'command']"
86,86,no-other,executing arbitrary commands or uploading and downloading files from,0,uploading files from the compromised system,execut arbitrari command upload download file,upload file compromis system,"['execut', 'arbitrari', 'command', 'upload', 'download', 'file']","['upload', 'file', 'compromis', 'system']"
87,87,no-other,commands or uploading and downloading files from the compromised,0,downloading files from the compromised system,command upload download file compromis,download file compromis system,"['command', 'upload', 'download', 'file', 'compromis']","['download', 'file', 'compromis', 'system']"
88,88,no-other,"message is received, OrcaRAT sends an HTTP POST message",0,OrcaRAT sends an HTTP POST message to the command and control server,messag receiv orcarat send http post messag,orcarat send http post messag command control server,"['messag', 'receiv', 'orcarat', 'send', 'http', 'post', 'messag']","['orcarat', 'send', 'http', 'post', 'messag', 'command', 'control', 'server']"
89,89,no-other,the employed Korplug samples were connecting to the same C&C,0,the employed Korplug samples were connecting to the same C&C domain,employ korplug sampl connect c&c,employ korplug sampl connect c&c domain,"['employ', 'korplug', 'sampl', 'connect', 'c&c']","['employ', 'korplug', 'sampl', 'connect', 'c&c', 'domain']"
90,90,no-other,Email:stanlee@gmail.com Other Korplug samples were connecting to a different domain,0,Other Korplug samples were connecting to a different domain name resolving to the same IPs as notebookhk.net,korplug sampl connect differ domain,korplug sampl connect differ domain name resolv ip  net-file,"['korplug', 'sampl', 'connect', 'differ', 'domain']","['korplug', 'sampl', 'connect', 'differ', 'domain', 'name', 'resolv', 'ip', 'net-file']"
91,91,no-other,of these ‘alternative RATs’ was connecting to a domain also,0,One of these ‘alternative RATs’ was connecting to a domain also used by the Korplug samples,‘altern rat wa connect domain also,one ‘altern rat wa connect domain also use korplug sampl,"['‘altern', 'rat', 'wa', 'connect', 'domain', 'also']","['one', '‘altern', 'rat', 'wa', 'connect', 'domain', 'also', 'use', 'korplug', 'sampl']"
92,92,no-other,"on the infected machine, transfer files to and from",0,The malware transfer to files the C&C server,infect machin transfer file,malwar transfer file c&c server,"['infect', 'machin', 'transfer', 'file']","['malwar', 'transfer', 'file', 'c&c', 'server']"
93,93,no-other,"on the infected machine, transfer files to and from",0,The malware transfer from files the C&C server,infect machin transfer file,malwar transfer file c&c server,"['infect', 'machin', 'transfer', 'file']","['malwar', 'transfer', 'file', 'c&c', 'server']"
94,94,no-other,written in Delphi and connects to www.dicemention.com. Some samples,0,It connects to www.dicemention.com,written delphi connect  com-file sampl,connect  com-file,"['written', 'delphi', 'connect', 'com-file', 'sampl']","['connect', 'com-file']"
95,95,no-other,"Furthermore, the attackers also shared a C&C domain. The",0,the attackers shared a C&C domain,furthermor attack also share c&c domain.,attack share c&c domain,"['furthermor', 'attack', 'also', 'share', 'c&c', 'domain.']","['attack', 'share', 'c&c', 'domain']"
96,96,no-other,command and control server is performed by the browser process,0,the browser process ComRAT’s communication to the command and control server is performed,command control server perform browser process,browser process comrat commun command control server perform,"['command', 'control', 'server', 'perform', 'browser', 'process']","['browser', 'process', 'comrat', 'commun', 'command', 'control', 'server', 'perform']"
97,97,no-other,"and control server information is stored in the registry, not",0,The command and control server information is stored in the registry,control server inform store registri,command control server inform store registri,"['control', 'server', 'inform', 'store', 'registri']","['command', 'control', 'server', 'inform', 'store', 'registri']"
98,98,no-other,the XML log file contains the command and control,0,the XML log file contains the command and control server information,xml log file contain command control,xml log file contain command control server inform,"['xml', 'log', 'file', 'contain', 'command', 'control']","['xml', 'log', 'file', 'contain', 'command', 'control', 'server', 'inform']"
99,99,no-other,and control server domains are shared between Uroburos and ComRAT.,0,Uroburos and ComRAT Command and control server domains are shared between,control server domain share uroburo comrat.,uroburo comrat command control server domain share,"['control', 'server', 'domain', 'share', 'uroburo', 'comrat.']","['uroburo', 'comrat', 'command', 'control', 'server', 'domain', 'share']"
100,100,no-other,traffic and the malware communicates to the browser by,0,the malware communicates to by the browser named pipe,traffic malwar commun browser,malwar commun browser name pipe,"['traffic', 'malwar', 'commun', 'browser']","['malwar', 'commun', 'browser', 'name', 'pipe']"
101,101,no-other,analysis the backdoor will look for encrypted commands within HTML,0,the backdoor HTML comments returned from the C2 look for encrypted commands within,analysi backdoor look encrypt command within html,backdoor html comment return c2 look encrypt command within,"['analysi', 'backdoor', 'look', 'encrypt', 'command', 'within', 'html']","['backdoor', 'html', 'comment', 'return', 'c2', 'look', 'encrypt', 'command', 'within']"
102,102,no-other,The backdoor may also make requests to the C2,0,The backdoor HTTP make requests to over using the C2 the following parameters in the URI string,backdoor may also make request c2,backdoor http make request use c2 follow paramet uri string,"['backdoor', 'may', 'also', 'make', 'request', 'c2']","['backdoor', 'http', 'make', 'request', 'use', 'c2', 'follow', 'paramet', 'uri', 'string']"
