,label,text-rel,label_num,text-neigh
129,File,check if current directory has a file named «U»,1,is step is to check if current directory has
130,File,the module wipes the file,1,"180 days, the module wipes TLP: Green For any"
131,File,saved it to in a disk a file named «ctfmon.exe»,1,byte value 0x55 and saved to a disk in
132,File,WinRar SFX file starts the module from %APPDATA%\Microsoft\Display\DmaUp3. exe,1,file that drops and starts the module from %APPDATA%\Microsoft\Display\DmaUp3.
133,File,the malware executes some kind of embedded script,1,local system the malware executes some kind of embedded
134,File,the downloaded file ex- ecutes it,1,7786570139f78e78bc940597) to %APPDATA%\MICROSOFT\DISPLAY and executes it. This component is
135,File,The igfxext.exe component run,1,dropped to disk and run It spawns an- other
136,File,The running process overwrites the igfxext.exe image in with the suspended process this smaller chunk of code,1,0xbb. The running process overwrites the igfxext.exe image in
137,File,code running within svchost.exe on WinXP SP3 This sample is started,1,by certificate. This sample is started by code running within
138,File,"This component writes the retrieved values ondisk to a ran- domly named .tmp, file like ffffz07131101.tmp",1,component then encrypts and writes the retrieved values ondisk
139,File,This keylogger module stores gathered data in a log file,1,keylogger module encrypts and stores gathered data in a
140,File,The file install.exe write two files (doc.exe and test.exe) to the hard-coded path C:\Users\Public,1,file install.exe attempts to write two files (doc.exe and
141,File,"The first dropped file, doc.exe execute test.exe with the elevated privileges",1,and then attempts to execute test.exe with the elevated
142,File,Creates the log file: %TEMP%\~DFD3O8.tmp,1,PE32 DLL Exports: _LowLevelKeyboardProc@12 Creates the log file: %TEMP%\~DFD3O8.tmp.
143,File,read it from disk,1,"executed command), it is read from disk and uploaded"
144,File,One sample write a malicious component to disk,1,primary purpose is to write a malicious component to
145,File,a post exploitation tool remove log data,1,"systems, download additional tools, remove log data, and itself"
146,File,The dropper write the malicious payload to using one of the following names the first available name in this set,1,The dropper attempts to write the malicious payload to
147,File,The dropper sets the creation and last written timestamp of the newly created file to the date 2007-03-07 00:00:00,1,3. infocardapi.dll The dropper sets the creation and last
148,File,the dropper writes the file to disk,1,"obfuscated. When the dropper writes the file to disk,"
149,File,The dropper opens the dropped file,1,tools. The dropper subsequently opens the dropped file and
150,File,The dropper corrects the header by writing the 'M' over the first byte,1,the dropped file and corrects the header by writing
151,File,cleaning up the components dropped by the malware,1,This means that after cleaning up the components dropped by
152,File,The command line options support launching the executable,1,The command line options support post exploitation capabilities such
153,File,the backdoor filter the contents of specified files,1,allows the backdoor to filter the contents of specified
154,File,the backdoor remove content using a regular expression (regex),1,of specified files to remove content using a regular
155,File,"This command modifies the creation, modification, and last access timestamps of the modified file to conceal the content modifications",1,"(regex). This command then modifies the creation, modification, and"
156,File,executing processes,1,new C2 servers and executing processes. DLL Sample (MD5:
157,File,it copies itself,1,"characters>.ttf 2. After it copies itself, it will modify"
158,File,"it modify the creation time, last access time and last modification    time to he current system time when the copy was made but with the year changed to 2005",1,"copies itself, it will modify the creation time, last"
159,File,creates a copy of regsvr32.exe named Update.exe,1,"McAfee AV is installed, creates a copy of regsvr32.exe"
160,File,writing the driver to disk,1,Following the decryption and writing of the driver to
161,File,This handler class for command ID 8 C2 commands reading arbitrary files via,1,"APIs, as well as reading and writing arbitrary files"
162,File,This handler class for command ID 8 C2 commands writing arbitrary files via,1,well as reading and writing arbitrary files via C2
163,File,RATs searching specific files,1,seen in RATs for searching specific files to exfiltrate.
164,File,this class launching specified executable files via the CreateProcess() API,1,"Additionally, this class implements launching of specified executable files"
165,File,the malware invoke cmd.exe in the background,1,"the malware attempts to invoke cmd.exe in the background,"
166,File,the malware launching a command or command line utility already present on the system,1,"cmd.exe in the background, launching a command or command"
167,File,the DLL deleting itself,1,"directory contents 􀆔 Copying, deleting and moving files 􀆔"
168,File,a client-side exploit executed it,1,"can be dropped and executed by a client-side exploit,"
169,File,the adversary launch it using a variety of command line options,1,or the adversary can launch it using a variety
170,File,the wiper deleted files on the file system,1,"used, the wiper recursively deleted files on the file"
171,File,the wiper deleting the Windows folder,1,"on the file system, deleting the Windows folder last."
172,File,"It overwrote the MBR with the strings ""HASTATI"", ""PRINCPES"", ""PRINCIPES"", or ""PR!NCPES",1,folder last. It then overwrote the MBR with the
173,File,the malware searches these directories for configuration files and directories that may be associated with the connection manager clients mRemote and SecureCRT,1,"affected computer, the malware searches these directories for configuration"
174,File,the dropper reads the configuration file,1,"is located, the dropper reads the configuration file and"
175,File,it extracts the information,1,conditions are satisfied it extracts the information. The password
176,File,"the dropper extracts information from sessions that have Username=root, Protocol=SSH and a saved password",1,"is located, the dropper extracts information from sessions that"
177,File,the dropper run the bash script ~pr1.tmp,1,"remote servers, upload and run the bash script ~pr1.tmp."
178,File,It overwrites with the first 512 bytes the string: princpes,1,all physical drives and overwrites the first 512 bytes
179,File,It delete all files and folders in this directory,1,and then attempts to delete all files and folders
180,File,is executed the AgentBase.exe component,1,When the AgentBase.exe component is executed it first attempts to
181,File,It look for removable and fixed drives,1,drive. It continues to look for removable and fixed
182,File,is written into it a file in the %ALLUSERSPROFILE%\Application Data directory,1,"malware is created, it is written into a file in"
183,File,the malware creates a hidden .LNK file in the Startup directory,1,"after reboots, the malware creates a hidden .LNK file"
184,File,The .LNKfile is created using with a COM object the IShellLinkA interface,1,following values: The .LNKfile is created using a COM object
185,File,rundll32.exe is loaded the malware,1,IlqUenn. When the malware is loaded by rundll32.exe and the
186,File,executes it,1,a file and finally executes it. The RSA-2048 public
187,File,creating a copy of the Windows DLL cryptdll.dll,1,module is extracted by creating a copy of the
188,File,This file is then stored in an Alternate Data Stream (ADS) in NTUSER.DAT in the %USERPROFILE% folder,1,after modifications. This file is then stored in an Alternate Data
189,File,is automatically launched the installer component (0ae82fd94836815a1e8d284ccb75109d) alongside the GOM Player update,1,the installer component (0ae82fd94836815a1e8d284ccb75109d) is automatically launched alongside the GOM Player
190,File,The installer deobfuscate the relevant loader DLL to the path ‘C:\Windows\temp\install.ocx’,1,or 64-bit) and then deobfuscate the relevant loader DLL
191,File,The loader reads the main implant code,1,"author as 壳 (shell), reads and deobfuscates the main"
192,File,The loader deobfuscates the main implant code,1,"壳 (shell), reads and deobfuscates the main implant code"
193,File,added malicious JavaScript to legitimate code,1,JavaScript that had been added to legitimate code on
194,File,These pages load scripts,1,hXXp://985.so/bUYf hXXp://58.64.178.77:80/0wnersh1p These pages load scripts that conduct profiling
195,File,Pro-Democratic websites in Hong Kong placing malicious code on,1,involved in compromising and placing malicious code on Pro-Democratic
196,File,BITTERBUG open recovery.txt,1,%APPDATA%\Microsoft\recovery.txt BITTERBUG then may open recovery.txt and check for
197,File,BITTERBUG check for the presence of strings VBox or VMware,1,may open recovery.txt and check for the presence of
198,File,is deleted the filename received from %APPDATA%\Microsoft<FILE_NAME_FROM_ C2>,1,"filename, the filename received is deleted from %APPDATA%\Microsoft<FILE_NAME_FROM_ C2>. The"
199,File,this command delete older versions of BITTERBUG,1,"command might be to delete older versions of BITTERBUG,"
200,File,BITTERBUG search for files with the following file extensions,1,each drive letter and search recursively for files with
201,File,BITTERBUG creates a file list containing all documents (excluding those whose filename contains MediaUtils) to the following locations,1,.xlsx BITTERBUG then typically creates a file list containing
202,File,BITTERBUG write a list of all running processes,1,%APPDATA%\Microsoft\tlang006.txt BITTERBUG may also write a list of all
203,File,The malware create the following files,1,%USERPROFILE%\5rv3fgk6\VCAKSQl.TNT The malware may create the following files: •
204,File,the shellcode writes this to disk,1,the shellcode decodes and writes this to disk. The
205,File,is executed the script in the background,1,suspicion while the script is executed in the background. Unusual
206,File,is launched the DLL using with regsrv32.exe the /s (silent) option,1,"DLL directly, the DLL is launched using regsrv32.exe with the"
207,File,the malware deletes it from the server,1,new configuration file then deletes it from the server.
208,File,They are executed in memory,1,"written to disk. They are executed in memory only, and"
209,File,deleted these from in the share one go,1,these are downloaded and deleted from the share in
210,File,The Driver hiding files,1,"Driver is capable of hiding processes (by PID, not"
211,File,The Driver creates a symbolic link to using the device the same name but under the \DosDevices\ tree,1,samples). The Driver also creates a symbolic link to
212,File,LoadEmbeddedImage copies the compressed embedded DLL into a newly allocated heap buffer,1,DWORD EncodingKey; }; LoadEmbeddedImage copies the compressed embedded DLL
213,File,is copied file on the newly-infected host,1,is established and file is copied and run on the
214,File,run file on the newly-infected host,1,file is copied and run on the newly-infected host.
215,File,It includes file transfer,1,a service DLL. It includes functionality such as file
216,File,It includes file time matching,1,a service DLL. It includes functionality such as file
217,File,The listener perform arbitrary code execution,1,The listener can also perform arbitrary code execution and
218,File,The listener execute commands on the command line,1,arbitrary code execution and execute commands on the command
219,File,This proxy tool transfer files,1,"perform process listings, and transfer files. Destructive Hard Drive"
220,File,being deleted specific files,1,"result includes specific files being deleted and practically irrecoverable, but"
221,File,destroyed the targeted files,1,"with the targeted files destroyed until after reboot, in"
222,File,The malware wiping files,1,remote systems to begin wiping files. Checking for existing
223,File,changes the file-time to match that of the built-in file calc.exe,1,"the wiper file taskhostXX.exe, changes the file-time to match"
224,File,was executed the dropper file,1,When the dropper file was executed it started a second
225,File,The WinsSchMgmt service executed the file with -k as an argument,1,terminated. The WinsSchMgmt service executed the file with -k
226,File,The -s instance executed igfxtrayex.exe,1,"-s instance dropped and executed igfxtrayex.exe, created net_ver.dat, and"
227,File,The -s instance created net_ver.dat,1,"dropped and executed igfxtrayex.exe, created net_ver.dat, and began generating"
228,File,the dropper created a log file,1,"is a log file created by the dropper, and"
229,File,it creates a copy of itself,1,"with no parameters, it creates and starts a copy"
230,File,it starts a copy of itself with the –i argument,1,"parameters, it creates and starts a copy of itself"
231,File,the igfxtrayex.exe makes three copies of itself,1,"10 minutes, the igfxtrayex.exe makes three copies of itself"
232,File,These copies are then executed,1,ASCII character). These copies are then executed each with a different
233,File,The analyzed main module of Duqu 2.0 and also the old Duqu sample reads configuration information from a special file,1,the old Duqu sample reads configuration information from a
234,File,a dropper contains the backdoor binary (the second component) and the distraction file,1,is a dropper which contains the backdoor binary (the
235,File,dropper creates a temporary file C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log,1,"and Settings\User\Application Data\JAVA, then creates a temporary file C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log"
236,File,dropper C:\Documents and Settings\User\Application Data\JAVA\JavaSvc.exe creates from the aforementioned BINARY resource,1,temporary file C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log then creates C:\Documents and Settings\User\Application Data\JAVA\JavaSvc.exe
237,File,"Most Etumbot samples observed by ASERT drop decoy documents (PDFs, Word Documents, and Excel Spreadsheets) written in Traditional Chinese and usually pertaining to Cross-Strait or Taiwanese Government interests",1,"samples observed by ASERT drop decoy documents (PDFs, Word"
238,File,C:\DOCUME~1\User\LOCALS~1\Temp\ kb71271.log contains the following registry file,1,kb71271.log is created and contains the following registry file
239,File,is then deleted kb71271.log,1,modify the registry. kb71271.log is then deleted These temp files appear
240,File,C:\DOCUME~1\User\LOCALS~1\Temp\ kb71271.log is created,1,"previous example, C:\DOCUME~1\User\LOCALS~1\Temp\ kb71271.log is created and contains the following"
241,File,C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log is created,1,"naming scheme. Next, C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log is created filled with contents of"
242,File,C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log filled with contents of the bait/distraction file,1,"Next, C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log is created, filled with contents of the"
243,File,C:\DOCUME~1\User\LOCALS~1\Temp\~t3fcj1.doc C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log copied to,1,"bait/distraction file, and then copied to C:\DOCUME~1\User\LOCALS~1\Temp\~t3fcj1.doc, which is"
244,File,The ka4281x3.log file deleted,1,ka4281x3.log file is then deleted Returning to the first
245,File,it save them to a location,1,the user’s keystrokes and save them to a location
246,File,are written both applications to a temporary directory,1,"When executed, both applications are written to a temporary directory"
247,File,executed both applications,1,a temporary directory and executed This way it appears
248,File,was also executed the malware,1,"executed, but the malware was also executed silently. OPERATION CLEAVER Résumé"
249,File,are cached the results in a location the dropped malware can access,1,"is entered, the results are cached in a location the"
250,File,executed the malware (TinyZbot),1,(TinyZbot) is dropped and executed This clever scheme makes
251,File,is launched the main application,1,"after, the main application is launched 17: Unable to connect"
252,File,This form stores the submitted information while the application is running,1,"the submission forms, only stores the submitted information while"
253,File,Two similar applications automate the execution of Mimikatz,1,Operation Cleaver in order automate the execution of Mimikatz.
254,File,zhMimikatz executes the correct version of Mimikatz for the current system,1,cached network credentials. zhMimikatz executes the correct version of
255,File,MimikatzWrapper logs these results to in res.txt the executing directory,1,is that MimikatzWrapper also logs these results to res.txt
256,File,tools like the PVZ tool chain and Csext execute with logged results,1,chain and Csext to execute with logged results: 22:
257,File,it create a copy of itself with a modified configuration stored as a PE resource,1,"been achieved, it will create a copy of itself"
258,File,it execute the copy utilizing PsExec,1,"resource, then send and execute the copy utilizing PsExec."
259,File,be executed cmd.exe,1,line requests that cmd.exe be executed with the command ipconfig
260,File,be deleted the file from the infected system,1,requests that the file be deleted from the infected system.
261,File,they copied the malicious TinyZBot executable to the %AppData% directory,1,of the executable and copied the malicious TinyZBot executable
262,File,they opened an image stored in the resource section of the executable,1,"TinyZBot were executed, they opened an image stored in"
263,File,a new version allowed for self-deletion,1,version was compiled which allowed for self-deletion. On May
264,File,If be started another TinyZBot instance no mutex and process pair was located,1,"another TinyZBot instance would be started and Control • 88.150.214.168,"
265,File,are stored the results in a central location on disk that the PVZ tools utilize,1,"the server, the results are stored in a central location"
266,File,Command functionality is limited to executing executables,1,"tools utilize. Command functionality is limited to executing supplied commands,"
267,File,PVZ-In being invoked a command line utility,1,line utility capable of being invoked by PVZ-In. Targeting information
268,File,Logger Module records them to a file,1,the user’s actions and records them to a file.
269,File,The resulting log is written out,1,data. The resulting log is written out to a location where
270,File,he command and control executing applications,1,"supports upgrading, downloading, and executing of applications, as well"
271,File,he command and control executing batch scripts,1,"applications, as well as executing batch scripts. WndTest installs"
272,File,This configuration executes zhCat,1,%% ## This configuration executes zhCat to connect back
273,File,This zhCat instance is running cmd.exe,1,"443. This zhCat instance is running cmd.exe, effectively making it"
274,File,the slideshow.zip file When writes several files opened,1,"opened, the slideshow.zip file writes and executes several files:"
275,File,the slideshow.zip file When executes several files opened,1,slideshow.zip file writes and executes several files: C:\Users\Username\AppData\Local\Temp\IXP000.TMP\AdobeR1.exe C:\Users\
276,File,When are deleted both AdobeR1.exe and pictures.exe the slideshow is closed,1,both AdobeR1.exe and pictures.exe are deleted The AdobeR1 file writes
277,File,The AdobeR1 file writes a series of executable files,1,deleted. The AdobeR1 file writes a series of executable
278,File,GooglUpd cleans up the program files if they exist,1,"then runs GooglUpd, which cleans up the program files if"
279,File,AdbrRader writes the file vgadmysadm.tmp with the name of another registry key 2 with startup info,1,through registry key 2) writes the file vgadmysadm.tmp with
280,File,rundl132 writes the external IP,1,Internet Files\Content.IE5\Q7B90TFG\raw1.txt Then rundl132 writes the external IP to:
281,File,the attacker triggered the execution of a file on the victim’s system,1,the attacker has already triggered the execution of a
282,File,an attacker Java code executing with the permissions of the host application,1,"application in unintended ways, executing Java code with the"
283,File,a sample Javascript snippet execute shell command,1,sample Javascript snippet to execute shell command. 3 http://developer.android.com/reference/android/webkit/WebView.html#
284,File,the attacker modify files that the host app can write to,1,"the victim’s device, or modify files that the host"
285,File,an attacker load executables compiled from JNI code,1,"5, an attacker can load executables compiled from JNI"
286,File,the RAT create a file mapping named &*SDKJfhksdf89*DIUKJDSF&*sdfsdf78sdfsdf,1,the RAT attempts to create a file mapping named
287,File,the RAT load a binary representation of a date/time value from a file C:\RECYCLER\restore.dat,1,"running, the RAT will load a binary representation of"
288,File,The malware execute this file via the WinExec API,1,"temporary directory, and then execute this file via the"
289,File,the malware delete the content saved from the first request,1,"Finally, the malware will delete the content saved from"
290,File,This dropper writing the payload to disk,1,an embedded resource before writing the payload to disk
291,File,This dropper executing it,1,payload to disk and executing it. Several instances of
292,File,Both the document and executable are written to disk,1,the document and executable are written to disk and the
293,File,Both the document and executable executed via the ShellExecute             API (using the verb open),1,to disk and the executed via the ShellExecute API
294,File,the dropper deletes itself via a batch file,1,"McUpdate. Finally, the dropper deletes itself via a batch"
295,File,The attacker uses the Microsoft.XMLDOM ActiveX control to load a one-line XML string containing a file path to the EMET DLL,1,prevention (DEP) The attacker uses the Microsoft.XMLDOM ActiveX control
296,File,The attacker overwrites the vftable pointer of a flash.Media.Sound() object in to memory point to the pivot,1,code. The attacker then overwrites the vftable pointer of
297,File,the malware creates files sqlrenew.txt and stream.exe when the shellcode is executed,1,"is executed, the malware creates files sqlrenew.txt and stream.exe."
