,label,text-rel,label_num,text-neigh
22,NoNetwork,the Snake dropper loads a copy of the NT core image (ntoskrnl.exe),0,"memory, the Snake dropper loads a copy of the"
23,NoNetwork,the Snake dropper SepInitializeCodeIntegrity() within it locates the import of CI.dll’s function CiInitialize(),0,"NT core image (ntoskrnl.exe), locates the import of CI.dll’s"
24,NoNetwork,it parses the function’s code to locate the offset of the variable,0,within it. Then it parses the function’s code to
25,NoNetwork,It MS09-025 and MS10-015 exploits running on the target system,0,to do this by running MS09-025 and MS10-015 exploits
26,NoNetwork,is written the initial message queue file into the virtual volume,0,message queue file which is written into the virtual volume.
27,NoNetwork,it reads configuration parameters from the configuration queue,0,"the DLL activates, it reads configuration parameters from the"
28,NoNetwork,the driver creates the configuration queue on a virtual volume,0,"queue, that the driver creates on a virtual volume."
29,NoNetwork,The data saved into a configuration file %system%\vtmon.bin,0,retrieves is encrypted and saved into a configuration file
30,NoNetwork,the latest samples of Snake Log files created,0,variants: 1dM3uu4j7Fw4sjnbcwlDqet4F7JyuUi4m5Imnxl1pzxI6as80cbLnmz54cs5Ldn4ri3do5L6gs923HL34x2f5cvd0fk6c1a0s Log files created by the latest samples
31,NoNetwork,the injected module write into files the sensitive registry hives,0,injected module could still write into files and into
32,NoNetwork,it The logs and dumps creates on the hidden virtual volumes,0,logs and dumps it creates on the hidden virtual
33,NoNetwork,written a binary executable file to the disk,0,"file, which is then written to the disk and"
34,NoNetwork,executed a binary executable file,0,to the disk and executed The second set of
35,NoNetwork,the dropper creates an additional file called winview.ocx,0,"than 3.26, the dropper creates an additional file called"
36,NoNetwork,The file is xored with the following obfuscation key,0,the past. The file is xored with the following obfuscation
37,NoNetwork,the malware checks if an older version is installed on the system,0,notice that the malware checks if an older version
38,NoNetwork,the dropper removes the older version,0,"the case, the dropper removes the older version. In"
39,NoNetwork,Uroburos was found on a version of Agent.BTZ a system,0,a version of Agent.BTZ was found on a system. flow
40,NoNetwork,Two log files are created during the malware execution,0,pipe. Two log files are created during the malware execution:
41,NoNetwork,is only executed in the main part (payload) of the malware explorer.exe,0,"(payload) of the malware is only executed in explorer.exe. Furthermore, the"
42,NoNetwork,the attacker delete files,0,"to upload, download, enumerate, delete search, and execute files"
43,NoNetwork,the attacker search files,0,"upload, download, enumerate, delete, search and execute files as"
44,NoNetwork,the attacker execute files,0,"enumerate, delete, search, and execute files as well as"
45,NoNetwork,the backdoor load the legitimate system32\msacm32.drv file,0,the backdoor will also load the legitimate system32\msacm32.drv file
46,NoNetwork,it cleans traces of the initial loader,0,"stage When launched, it cleans traces of the initial"
47,NoNetwork,it loads the next part of the toolkit,0,"of the initial loader, loads the next part of"
48,NoNetwork,Stage 2 On disinfect the compromised device failure,0,2 is able to disinfect the compromised device. The
49,NoNetwork,"The malware zeroes out its PE (Portable Executable, the Windows executable format) headers in memory",0,"compromised device. The malware zeroes out its PE (Portable Executable,"
50,NoNetwork,The malware replacing MZ with its own magic marker 0xfedcbafe,0,"format) headers in memory, replacing MZ with its own"
51,NoNetwork,It initializes the core components of the architecture,0,in Windows’ kernel. It initializes the core components of
52,NoNetwork,It loads the next parts of the malware,0,of the architecture and loads the next parts of
53,NoNetwork,a Regin driver loaded a sample,0,it might have been loaded by a Regin driver
54,NoNetwork,programs access information stored in the computer’s memory,0,the In order to access information stored in the
55,NoNetwork,was dumped the file from memory,0,hypothesis that the file was dumped from memory during a
56,NoNetwork,the driver zeroes the content,0,"using ExFreePool(), the driver zeroes the content, probably to"
57,NoNetwork,the driver remove remaining traces and artifacts,0,sequence of steps to remove remaining traces and artifacts.
58,NoNetwork,The second thread executing stage two payloads,0,responsible for downloading and executing stage two payloads. Messages
59,NoNetwork,be written a DLL or EXE to disk,0,or EXE that would be written to disk and executed.
60,NoNetwork,executed a DLL or EXE,0,written to disk and executed 8: CORESHELL Command ID
61,NoNetwork,CHOPSTICK creates a hidden file that may be named %ALLUSERSPROFILE%\edg6EF885E2.tmp for temporary storage,0,"collecting host information, CHOPSTICK creates a hidden file that"
62,NoNetwork,CHOPSTICK stores the encrypted message in an edg6EF885E2.tmp temporary file,0,"using RC4, and then stores the encrypted message in"
63,NoNetwork,CHOPSTICK deletes the file,0,"edg6EF885E2.tmp are uploaded, CHOPSTICK deletes the file. Figure 13"
64,NoNetwork,PSM module save the content of Dino modules in an encrypted file,0,the PSM module to save the content of Dino
65,NoNetwork,the operators look for files,0,allows the operators to look for files very precisely. For
66,NoNetwork,ramFS offering a disposable execution environment to the operators,0,"executed on the machine, offering a disposable execution environment"
67,NoNetwork,it executes files,0,"(it downloads, and then executes files, as it offers"
68,NoNetwork,an attacker overwrite the vftable pointer of a Flash object to redirect code execution,0,permits an attacker to overwrite the vftable pointer of
69,NoNetwork,it CreateFileA and WriteFile functions writes the file to with disk,0,InternetReadFile functions. Then it writes the file to disk
70,NoNetwork,it runs the file using the WinExec function,0,"WriteFile functions. Finally, it runs the file using the"
71,NoNetwork,attack executing designated programs,0,"downloading and uploading files, executing designated programs, injecting keyboard"
72,NoNetwork,a custom macro set automatically run upon document startup,0,custom macro set to automatically run upon document startup. Under
73,NoNetwork,a module writes it to disk in a special folder,0,a module encrypts and writes it to disk in
74,NoNetwork,It over- writes the files,0,"C&C server. It then overwrites the files, renames them"
75,NoNetwork,It renames them several times,0,"over- writes the files, renames them several times, and"
76,NoNetwork,It deletes them,0,"them several times, and deletes them, in an apparent"
77,NoNetwork,The exploit loaded shellcode,0,the document. The exploit loaded shellcode that downloaded a
78,NoNetwork,the FinSpy samples used in Bahrain overwrite the hard disk’s boot sector,0,samples used in Bahrain overwrite the hard disk’s boot
79,NoNetwork,an embedded Flash file that exploited a vulnerability fixed in Adobe Flash 11.4 loading shell code,0,"in Adobe Flash 11.4, loading shell code to download"
80,NoNetwork,a compiled Visual Basic project loads an executable packed with UPX via the RunPE method,0,Visual Basic project that loads via the RunPE method
81,NoNetwork,The .scr file ran both the bait document and the payload,0,archive that decompressed and ran both the bait document
82,NoNetwork,the downloader execute additional malware on the victim's system,0,is to download and execute additional malware on the
83,NoNetwork,the downloader execute an encrypted malicious payload,0,downloader will decrypt and execute Depending on the way
84,NoNetwork,written two additional files to the victim's hard disk,0,two additional files being written to the victim's hard
85,NoNetwork,the downloader execute additional malware on the victim's system,0,is to download and execute additional malware on the
86,NoNetwork,the downloader execute an encrypted malicious payload,0,downloader will decrypt and execute Depending on the way
87,NoNetwork,written two additional files to the victim's hard disk,0,two additional files being written to the victim's hard
88,NoNetwork,BE2 stores the downloaded plugins,0,the APT-specific BE2 now stores the downloaded plugins in
89,NoNetwork,it writes an encrypted Visual Basic Script,0,"on disk. Instead, it writes an encrypted Visual Basic"
90,NoNetwork,runs it,0,Visual Basic Script and runs it. Atlas exploit payload
91,NoNetwork,"The malware configuration file is written to the ""SYSTEM"" folder (as opposed to SYSTEM32)",0,"The malware configuration file is written to the ""SYSTEM"" folder"
92,NoNetwork,suspected Iranian actors destroyed data on with thousands of computers the Shamoon virus,0,suspected Iranian actors have destroyed data on thousands of
93,NoNetwork,the Shamoon attacks wiped computers in Saudi Arabia and Qatar,0,"the Shamoon attacks, which wiped computers in Saudi Arabia"
94,NoNetwork,The following files are written to in disk this location,0,Data\IntelRapidStart\. The following files are written to disk in this
95,NoNetwork,It AppTransferWiz.dll launches via the following command,0,modules. It drops and launches AppTransferWiz.dll via the following
96,NoNetwork,Harvested data written to on disk the local host,0,data is encrypted and written to disk on the
97,NoNetwork,an executable write to disk,0,"that, upon execution, will write to disk and execute"
98,NoNetwork,an executable CozyDuke execute,0,"write to disk and execute CozyDuke, while at the"
99,NoNetwork,CozyDuke executed droppers for DLL files reminiscent of OnionDuke,0,"some instances, downloaded and executed droppers for DLL files"
100,NoNetwork,it write two files to disk,0,"Upon execution, it will write two files to disk."
101,NoNetwork,This dropper write to the main CozyDuke components encrypted configuration file used by CozyDuke disk,0,will then proceed to write to disk the main
102,NoNetwork,The dropper write the CozyDuke components to the specified location,0,will then proceed to write the CozyDuke components to
103,NoNetwork,The dropper copy the system file rundll32.exe to the install location for CozyDuke,0,The dropper will additionally copy the system file rundll32.exe
104,NoNetwork,These tasks involve the execution of modules or executables providing additional functionality,0,tasks. These tasks usually involve the execution of modules
105,NoNetwork,CozyDuke PE executable files write to disk,0,files that CozyDuke will write to disk and execute
106,NoNetwork,CozyDuke PE executable files execute on the infected host,0,write to disk and execute on the infected host.
107,NoNetwork,execute file,0,"execute commands via PowerShell, execute a direct command or"
108,NoNetwork,save an executable to disk,0,"command or file, or save an executable to disk"
109,NoNetwork,execute it,0,"executable to disk and execute it. In several cases,"
110,NoNetwork,This exploit copied a fully functional version of Chrome into the Java cache directory,0,Java exploit. This exploit copied a fully functional version
111,NoNetwork,being written the ransom note to on disk an infected machine,0,see the ransom note being written to disk on an
112,NoNetwork,ransomware PCs locks,0,such as ransomware that locks PCs or financial Trojans
113,NoNetwork,an attacking group overwrote programmable logic controllers (PLCs) with an empty program module,0,tanker loading machinery and overwrote programmable logic controllers (PLCs)
114,NoNetwork,the malware delete itself from after it three successful propagations,0,own files and even delete itself from it after
115,NoNetwork,The dropper component creating all the required files on the system,0,component is responsible for creating all the required files
116,NoNetwork,It execute itself remotely if successfully copied,0,accessible network shares and execute itself remotely if successfully
117,NoNetwork,The malware overwriting them with a JPEG image or 192KB blocks of random data,0,file names and starts overwriting them with a JPEG
118,NoNetwork,is copied the valuable information,0,where the valuable information is copied and sent back to
119,NoNetwork,The malware deletes all files on a computer,0,energy sector. The malware deletes all files Page Targeted
120,NoNetwork,scan for deleted files on an infected computer,0,utilization. It can also scan for deleted files on
121,NoNetwork,The initial stages involve the installation and configuration of the threat’s internal services,0,architecture. The initial stages involve the installation and configuration
122,NoNetwork,it Stage 1 execute,0,it will install and execute Stage 1. It’s likely
123,NoNetwork,the attackers who operated Regin cleaned up compromised computers,0,attackers who operated Regin cleaned up compromised computers once they
124,NoNetwork,Regin logs to data the ApplicationLog.dat file,0,04h BYTEsectsize-4 Data Regin logs data to the ApplicationLog.dat
125,NoNetwork,a file execute the data,0,pipes or sockets and execute the data. The recovered
126,NoNetwork,Stage 1 looks for the last partition (in terms of physical location) on disk,0,"extended attribute, Stage 1 looks for the last partition"
127,NoNetwork,Stage 1 searches for in the payload the raw sectors in this area of the disk,0,location) on disk and searches for the payload in
128,NoNetwork,"the module delete some other, prob- ably older, components which might be present on the system",0,"the module attempts to delete some other, prob- ably"
129,NoNetwork,check if current directory has a file named «U»,0,is step is to check if current directory has
130,NoNetwork,the module wipes the file,0,"180 days, the module wipes TLP: Green For any"
131,NoNetwork,saved it to in a disk a file named «ctfmon.exe»,0,byte value 0x55 and saved to a disk in
132,NoNetwork,WinRar SFX file starts the module from %APPDATA%\Microsoft\Display\DmaUp3. exe,0,file that drops and starts the module from %APPDATA%\Microsoft\Display\DmaUp3.
133,NoNetwork,the malware executes some kind of embedded script,0,local system the malware executes some kind of embedded
134,NoNetwork,the downloaded file ex- ecutes it,0,7786570139f78e78bc940597) to %APPDATA%\MICROSOFT\DISPLAY and executes it. This component is
135,NoNetwork,The igfxext.exe component run,0,dropped to disk and run It spawns an- other
136,NoNetwork,The running process overwrites the igfxext.exe image in with the suspended process this smaller chunk of code,0,0xbb. The running process overwrites the igfxext.exe image in
137,NoNetwork,code running within svchost.exe on WinXP SP3 This sample is started,0,by certificate. This sample is started by code running within
138,NoNetwork,"This component writes the retrieved values ondisk to a ran- domly named .tmp, file like ffffz07131101.tmp",0,component then encrypts and writes the retrieved values ondisk
139,NoNetwork,This keylogger module stores gathered data in a log file,0,keylogger module encrypts and stores gathered data in a
140,NoNetwork,The file install.exe write two files (doc.exe and test.exe) to the hard-coded path C:\Users\Public,0,file install.exe attempts to write two files (doc.exe and
141,NoNetwork,"The first dropped file, doc.exe execute test.exe with the elevated privileges",0,and then attempts to execute test.exe with the elevated
142,NoNetwork,Creates the log file: %TEMP%\~DFD3O8.tmp,0,PE32 DLL Exports: _LowLevelKeyboardProc@12 Creates the log file: %TEMP%\~DFD3O8.tmp.
143,NoNetwork,read it from disk,0,"executed command), it is read from disk and uploaded"
144,NoNetwork,One sample write a malicious component to disk,0,primary purpose is to write a malicious component to
145,NoNetwork,a post exploitation tool remove log data,0,"systems, download additional tools, remove log data, and itself"
146,NoNetwork,The dropper write the malicious payload to using one of the following names the first available name in this set,0,The dropper attempts to write the malicious payload to
147,NoNetwork,The dropper sets the creation and last written timestamp of the newly created file to the date 2007-03-07 00:00:00,0,3. infocardapi.dll The dropper sets the creation and last
148,NoNetwork,the dropper writes the file to disk,0,"obfuscated. When the dropper writes the file to disk,"
149,NoNetwork,The dropper opens the dropped file,0,tools. The dropper subsequently opens the dropped file and
150,NoNetwork,The dropper corrects the header by writing the 'M' over the first byte,0,the dropped file and corrects the header by writing
151,NoNetwork,cleaning up the components dropped by the malware,0,This means that after cleaning up the components dropped by
152,NoNetwork,The command line options support launching the executable,0,The command line options support post exploitation capabilities such
153,NoNetwork,the backdoor filter the contents of specified files,0,allows the backdoor to filter the contents of specified
154,NoNetwork,the backdoor remove content using a regular expression (regex),0,of specified files to remove content using a regular
155,NoNetwork,"This command modifies the creation, modification, and last access timestamps of the modified file to conceal the content modifications",0,"(regex). This command then modifies the creation, modification, and"
156,NoNetwork,executing processes,0,new C2 servers and executing processes. DLL Sample (MD5:
157,NoNetwork,it copies itself,0,"characters>.ttf 2. After it copies itself, it will modify"
158,NoNetwork,"it modify the creation time, last access time and last modification    time to he current system time when the copy was made but with the year changed to 2005",0,"copies itself, it will modify the creation time, last"
159,NoNetwork,creates a copy of regsvr32.exe named Update.exe,0,"McAfee AV is installed, creates a copy of regsvr32.exe"
160,NoNetwork,writing the driver to disk,0,Following the decryption and writing of the driver to
161,NoNetwork,This handler class for command ID 8 C2 commands reading arbitrary files via,0,"APIs, as well as reading and writing arbitrary files"
162,NoNetwork,This handler class for command ID 8 C2 commands writing arbitrary files via,0,well as reading and writing arbitrary files via C2
163,NoNetwork,RATs searching specific files,0,seen in RATs for searching specific files to exfiltrate.
164,NoNetwork,this class launching specified executable files via the CreateProcess() API,0,"Additionally, this class implements launching of specified executable files"
165,NoNetwork,the malware invoke cmd.exe in the background,0,"the malware attempts to invoke cmd.exe in the background,"
166,NoNetwork,the malware launching a command or command line utility already present on the system,0,"cmd.exe in the background, launching a command or command"
167,NoNetwork,the DLL deleting itself,0,"directory contents 􀆔 Copying, deleting and moving files 􀆔"
168,NoNetwork,a client-side exploit executed it,0,"can be dropped and executed by a client-side exploit,"
169,NoNetwork,the adversary launch it using a variety of command line options,0,or the adversary can launch it using a variety
170,NoNetwork,the wiper deleted files on the file system,0,"used, the wiper recursively deleted files on the file"
171,NoNetwork,the wiper deleting the Windows folder,0,"on the file system, deleting the Windows folder last."
172,NoNetwork,"It overwrote the MBR with the strings ""HASTATI"", ""PRINCPES"", ""PRINCIPES"", or ""PR!NCPES",0,folder last. It then overwrote the MBR with the
173,NoNetwork,the malware searches these directories for configuration files and directories that may be associated with the connection manager clients mRemote and SecureCRT,0,"affected computer, the malware searches these directories for configuration"
174,NoNetwork,the dropper reads the configuration file,0,"is located, the dropper reads the configuration file and"
175,NoNetwork,it extracts the information,0,conditions are satisfied it extracts the information. The password
176,NoNetwork,"the dropper extracts information from sessions that have Username=root, Protocol=SSH and a saved password",0,"is located, the dropper extracts information from sessions that"
177,NoNetwork,the dropper run the bash script ~pr1.tmp,0,"remote servers, upload and run the bash script ~pr1.tmp."
178,NoNetwork,It overwrites with the first 512 bytes the string: princpes,0,all physical drives and overwrites the first 512 bytes
179,NoNetwork,It delete all files and folders in this directory,0,and then attempts to delete all files and folders
180,NoNetwork,is executed the AgentBase.exe component,0,When the AgentBase.exe component is executed it first attempts to
181,NoNetwork,It look for removable and fixed drives,0,drive. It continues to look for removable and fixed
182,NoNetwork,is written into it a file in the %ALLUSERSPROFILE%\Application Data directory,0,"malware is created, it is written into a file in"
183,NoNetwork,the malware creates a hidden .LNK file in the Startup directory,0,"after reboots, the malware creates a hidden .LNK file"
184,NoNetwork,The .LNKfile is created using with a COM object the IShellLinkA interface,0,following values: The .LNKfile is created using a COM object
185,NoNetwork,rundll32.exe is loaded the malware,0,IlqUenn. When the malware is loaded by rundll32.exe and the
186,NoNetwork,executes it,0,a file and finally executes it. The RSA-2048 public
187,NoNetwork,creating a copy of the Windows DLL cryptdll.dll,0,module is extracted by creating a copy of the
188,NoNetwork,This file is then stored in an Alternate Data Stream (ADS) in NTUSER.DAT in the %USERPROFILE% folder,0,after modifications. This file is then stored in an Alternate Data
189,NoNetwork,is automatically launched the installer component (0ae82fd94836815a1e8d284ccb75109d) alongside the GOM Player update,0,the installer component (0ae82fd94836815a1e8d284ccb75109d) is automatically launched alongside the GOM Player
190,NoNetwork,The installer deobfuscate the relevant loader DLL to the path ‘C:\Windows\temp\install.ocx’,0,or 64-bit) and then deobfuscate the relevant loader DLL
191,NoNetwork,The loader reads the main implant code,0,"author as 壳 (shell), reads and deobfuscates the main"
192,NoNetwork,The loader deobfuscates the main implant code,0,"壳 (shell), reads and deobfuscates the main implant code"
193,NoNetwork,added malicious JavaScript to legitimate code,0,JavaScript that had been added to legitimate code on
194,NoNetwork,These pages load scripts,0,hXXp://985.so/bUYf hXXp://58.64.178.77:80/0wnersh1p These pages load scripts that conduct profiling
195,NoNetwork,Pro-Democratic websites in Hong Kong placing malicious code on,0,involved in compromising and placing malicious code on Pro-Democratic
196,NoNetwork,BITTERBUG open recovery.txt,0,%APPDATA%\Microsoft\recovery.txt BITTERBUG then may open recovery.txt and check for
197,NoNetwork,BITTERBUG check for the presence of strings VBox or VMware,0,may open recovery.txt and check for the presence of
198,NoNetwork,is deleted the filename received from %APPDATA%\Microsoft<FILE_NAME_FROM_ C2>,0,"filename, the filename received is deleted from %APPDATA%\Microsoft<FILE_NAME_FROM_ C2>. The"
199,NoNetwork,this command delete older versions of BITTERBUG,0,"command might be to delete older versions of BITTERBUG,"
200,NoNetwork,BITTERBUG search for files with the following file extensions,0,each drive letter and search recursively for files with
201,NoNetwork,BITTERBUG creates a file list containing all documents (excluding those whose filename contains MediaUtils) to the following locations,0,.xlsx BITTERBUG then typically creates a file list containing
202,NoNetwork,BITTERBUG write a list of all running processes,0,%APPDATA%\Microsoft\tlang006.txt BITTERBUG may also write a list of all
203,NoNetwork,The malware create the following files,0,%USERPROFILE%\5rv3fgk6\VCAKSQl.TNT The malware may create the following files: •
204,NoNetwork,the shellcode writes this to disk,0,the shellcode decodes and writes this to disk. The
205,NoNetwork,is executed the script in the background,0,suspicion while the script is executed in the background. Unusual
206,NoNetwork,is launched the DLL using with regsrv32.exe the /s (silent) option,0,"DLL directly, the DLL is launched using regsrv32.exe with the"
207,NoNetwork,the malware deletes it from the server,0,new configuration file then deletes it from the server.
208,NoNetwork,They are executed in memory,0,"written to disk. They are executed in memory only, and"
209,NoNetwork,deleted these from in the share one go,0,these are downloaded and deleted from the share in
210,NoNetwork,The Driver hiding files,0,"Driver is capable of hiding processes (by PID, not"
211,NoNetwork,The Driver creates a symbolic link to using the device the same name but under the \DosDevices\ tree,0,samples). The Driver also creates a symbolic link to
212,NoNetwork,LoadEmbeddedImage copies the compressed embedded DLL into a newly allocated heap buffer,0,DWORD EncodingKey; }; LoadEmbeddedImage copies the compressed embedded DLL
213,NoNetwork,is copied file on the newly-infected host,0,is established and file is copied and run on the
214,NoNetwork,run file on the newly-infected host,0,file is copied and run on the newly-infected host.
215,NoNetwork,It includes file transfer,0,a service DLL. It includes functionality such as file
216,NoNetwork,It includes file time matching,0,a service DLL. It includes functionality such as file
217,NoNetwork,The listener perform arbitrary code execution,0,The listener can also perform arbitrary code execution and
218,NoNetwork,The listener execute commands on the command line,0,arbitrary code execution and execute commands on the command
219,NoNetwork,This proxy tool transfer files,0,"perform process listings, and transfer files. Destructive Hard Drive"
220,NoNetwork,being deleted specific files,0,"result includes specific files being deleted and practically irrecoverable, but"
221,NoNetwork,destroyed the targeted files,0,"with the targeted files destroyed until after reboot, in"
222,NoNetwork,The malware wiping files,0,remote systems to begin wiping files. Checking for existing
223,NoNetwork,changes the file-time to match that of the built-in file calc.exe,0,"the wiper file taskhostXX.exe, changes the file-time to match"
224,NoNetwork,was executed the dropper file,0,When the dropper file was executed it started a second
225,NoNetwork,The WinsSchMgmt service executed the file with -k as an argument,0,terminated. The WinsSchMgmt service executed the file with -k
226,NoNetwork,The -s instance executed igfxtrayex.exe,0,"-s instance dropped and executed igfxtrayex.exe, created net_ver.dat, and"
227,NoNetwork,The -s instance created net_ver.dat,0,"dropped and executed igfxtrayex.exe, created net_ver.dat, and began generating"
228,NoNetwork,the dropper created a log file,0,"is a log file created by the dropper, and"
229,NoNetwork,it creates a copy of itself,0,"with no parameters, it creates and starts a copy"
230,NoNetwork,it starts a copy of itself with the –i argument,0,"parameters, it creates and starts a copy of itself"
231,NoNetwork,the igfxtrayex.exe makes three copies of itself,0,"10 minutes, the igfxtrayex.exe makes three copies of itself"
232,NoNetwork,These copies are then executed,0,ASCII character). These copies are then executed each with a different
233,NoNetwork,The analyzed main module of Duqu 2.0 and also the old Duqu sample reads configuration information from a special file,0,the old Duqu sample reads configuration information from a
234,NoNetwork,a dropper contains the backdoor binary (the second component) and the distraction file,0,is a dropper which contains the backdoor binary (the
235,NoNetwork,dropper creates a temporary file C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log,0,"and Settings\User\Application Data\JAVA, then creates a temporary file C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log"
236,NoNetwork,dropper C:\Documents and Settings\User\Application Data\JAVA\JavaSvc.exe creates from the aforementioned BINARY resource,0,temporary file C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log then creates C:\Documents and Settings\User\Application Data\JAVA\JavaSvc.exe
237,NoNetwork,"Most Etumbot samples observed by ASERT drop decoy documents (PDFs, Word Documents, and Excel Spreadsheets) written in Traditional Chinese and usually pertaining to Cross-Strait or Taiwanese Government interests",0,"samples observed by ASERT drop decoy documents (PDFs, Word"
238,NoNetwork,C:\DOCUME~1\User\LOCALS~1\Temp\ kb71271.log contains the following registry file,0,kb71271.log is created and contains the following registry file
239,NoNetwork,is then deleted kb71271.log,0,modify the registry. kb71271.log is then deleted These temp files appear
240,NoNetwork,C:\DOCUME~1\User\LOCALS~1\Temp\ kb71271.log is created,0,"previous example, C:\DOCUME~1\User\LOCALS~1\Temp\ kb71271.log is created and contains the following"
241,NoNetwork,C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log is created,0,"naming scheme. Next, C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log is created filled with contents of"
242,NoNetwork,C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log filled with contents of the bait/distraction file,0,"Next, C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log is created, filled with contents of the"
243,NoNetwork,C:\DOCUME~1\User\LOCALS~1\Temp\~t3fcj1.doc C:\DOCUME~1\User\LOCALS~1\Temp\ka4281x3.log copied to,0,"bait/distraction file, and then copied to C:\DOCUME~1\User\LOCALS~1\Temp\~t3fcj1.doc, which is"
244,NoNetwork,The ka4281x3.log file deleted,0,ka4281x3.log file is then deleted Returning to the first
245,NoNetwork,it save them to a location,0,the user’s keystrokes and save them to a location
246,NoNetwork,are written both applications to a temporary directory,0,"When executed, both applications are written to a temporary directory"
247,NoNetwork,executed both applications,0,a temporary directory and executed This way it appears
248,NoNetwork,was also executed the malware,0,"executed, but the malware was also executed silently. OPERATION CLEAVER Résumé"
249,NoNetwork,are cached the results in a location the dropped malware can access,0,"is entered, the results are cached in a location the"
250,NoNetwork,executed the malware (TinyZbot),0,(TinyZbot) is dropped and executed This clever scheme makes
251,NoNetwork,is launched the main application,0,"after, the main application is launched 17: Unable to connect"
252,NoNetwork,This form stores the submitted information while the application is running,0,"the submission forms, only stores the submitted information while"
253,NoNetwork,Two similar applications automate the execution of Mimikatz,0,Operation Cleaver in order automate the execution of Mimikatz.
254,NoNetwork,zhMimikatz executes the correct version of Mimikatz for the current system,0,cached network credentials. zhMimikatz executes the correct version of
255,NoNetwork,MimikatzWrapper logs these results to in res.txt the executing directory,0,is that MimikatzWrapper also logs these results to res.txt
256,NoNetwork,tools like the PVZ tool chain and Csext execute with logged results,0,chain and Csext to execute with logged results: 22:
257,NoNetwork,it create a copy of itself with a modified configuration stored as a PE resource,0,"been achieved, it will create a copy of itself"
258,NoNetwork,it execute the copy utilizing PsExec,0,"resource, then send and execute the copy utilizing PsExec."
259,NoNetwork,be executed cmd.exe,0,line requests that cmd.exe be executed with the command ipconfig
260,NoNetwork,be deleted the file from the infected system,0,requests that the file be deleted from the infected system.
261,NoNetwork,they copied the malicious TinyZBot executable to the %AppData% directory,0,of the executable and copied the malicious TinyZBot executable
262,NoNetwork,they opened an image stored in the resource section of the executable,0,"TinyZBot were executed, they opened an image stored in"
263,NoNetwork,a new version allowed for self-deletion,0,version was compiled which allowed for self-deletion. On May
264,NoNetwork,If be started another TinyZBot instance no mutex and process pair was located,0,"another TinyZBot instance would be started and Control • 88.150.214.168,"
265,NoNetwork,are stored the results in a central location on disk that the PVZ tools utilize,0,"the server, the results are stored in a central location"
266,NoNetwork,Command functionality is limited to executing executables,0,"tools utilize. Command functionality is limited to executing supplied commands,"
267,NoNetwork,PVZ-In being invoked a command line utility,0,line utility capable of being invoked by PVZ-In. Targeting information
268,NoNetwork,Logger Module records them to a file,0,the user’s actions and records them to a file.
269,NoNetwork,The resulting log is written out,0,data. The resulting log is written out to a location where
270,NoNetwork,he command and control executing applications,0,"supports upgrading, downloading, and executing of applications, as well"
271,NoNetwork,he command and control executing batch scripts,0,"applications, as well as executing batch scripts. WndTest installs"
